DLL Identifier (Author),Authorized Name,Language,Variant
G21386,Baruch 2 ,Greek,Bibel 127 A.T. Apokryphen Baruchapokalypse
G20613,Evangelium Aegyptium,Greek,Evangelium Aegyptium
G50226,Apocalypse of Elijah,Greek,Bible
G20842,Alexander Philalethes 1. Jh,Greek,Alexandre Filaletes
G20861,Ammonius Lithotomus ca. 1.Jh.n.Chr,Greek,Ammoni Litòtom
G20944,Atimetrus Medicus ca. 2.Jh.n.Chr.,Greek,Atimetrus Medicus ca. 2. Jh.
G21175,Evaretus Tragicus v4. Jh.,Greek,Evaretus Tragicus v4. Jh.
G21335,Maximus Byzantius 4. Jh.,Greek,Maxime le Philosophe
G21342,Meletus Medicus ca. 1.Jh.n.Chr.,Greek,Meletus Medicus ca. 1. Jh.
G21388,Orion Medicus  ca. 1.Jh.n.Chr.,Greek,Orion Medicus ca. 1. Jh.
G21433,Polyzelus Rhodius ,Greek,Polizel de Rodes
G21498,Socrates Medicus ca. 1.Jh.n.Chr.,Greek,Socrates Medicus ca. 1. Jh.
G22501,Acta Pauli,Greek,Bible
G83286,Apollinarius Astrologus 1./2. Jh.,Greek,Apollinarius
G83479,Crispus Medicus 1. Jh.,Greek,Crispus Medicus 1. Jh.
G83666,Eubulus Medicus ca. 1.Jh.n.Chr.,Greek,Eubulus Medicus ca. 1. Jh.
G83771,Lampon Pelusiota ca. 1.Jh.n.Chr.,Greek,Lampon Pelusiota ca. 1. Jh.
G84039,Thamyras Medicus ca. 2.Jh.n.Chr.,Greek,Thamyras Medicus ca. 2. Jh.
G00431,Stesichorus Iunior ca. 4. Jh,Greek,Stesichorus Iunior ca. 4. Jh.
G03864,Apollonius Ephesius 2./3. Jh.,Greek,Apollonius Ephesius 2./3. Jh.
G41868,Amarantus Alexandrinus 1./2. Jh.,Greek,Amarant d'Alexandria
G42095,Domitius Nigrinus ca. 2.Jh.n.Chr.,Greek,Domitius Nigrinus ca. 2. Jh.
G42200,Iamblichus Alchemista ca. 3.Jh.n.Chr.,Greek,Iamblichus Alchemista ca. 3. Jh.
G42259,Lucius Medicus 1. Jh,Greek,Luci de Tars
G42292,Melito Medicus 1. Jh.,Greek,Melito Medicus 1. Jh.
G42356,Pardalas Sardianus Person der Antike,Greek,Pardalas Sardianus
G42421,"Philitas, Samius, ca. 1. Jh. v. Chr",Greek,Φιλήτας Σάμιος
G42620,Zenodorus Mathematicus ,Greek,Ζηνόδωρος
G45429,"Orus, active 5th century",Greek,Orus
G59096,Maximus Hierosolymitanus 2. Jh,Greek,Maximus Hierosolymitanus 2. Jh.
G05798,Aeneas Medicus,Greek,Aeneas Medicus 1. Jh. 
G05906,Arrhabianus Medicus ca. 2.Jh.n.Chr.,Greek,Arrhabianus Medicus ca. 2. Jh.
G06265,Lachares,Greek,Lachares Atheniensis 410-
G06470,"Sertorius, Clemens ca. 2.Jh.n.Chr.",Greek,Sertorius
G06541,Urbanus Indus ca. 2.Jh.n.Chr,Greek,Urbanus Indus ca. 2. Jh.
G15578,"Bion, of Borysthenes",Greek,Bion Borysthenita ca. v300 - v250
G74915,Claudius Damonicus   ,Greek,Damonicus
G75013,Epiphanes Gnosticus 2. Jh.,Greek,Epiphanes Gnosticus ca. 2. Jh.
G75021,Eudemus Senior ca. 2.Jh.n.Chr.,Greek,Eudemus Senior ca. 2. Jh.
G75032,Eugerasia Medicus ca. 2.Jh.n.Chr.,Greek,Eugerasia Medicus ca. 2. Jh.
G75287,Nymphodotus Medicus ca. 2.Jh.n.Chr.,Greek,Nymphodotus Medicus ca. 2. Jh.
G75447,Sabinus Medicus ca. 1./2. Jh.,Greek,Sabinus Medicus ca. 1./2. Jh.
G75475,Theodorus Historicus,Greek,Theodorus Historicus
G75481,Theodotus Ebionites 2. Jh,Greek,Theodotus Ebionites 2. Jh.
G75512,Theudius Magnes v4. Jh.,Greek,Theudius
G75520,Timochares Historicus v2. Jh.,Greek,Timochares Historicus v2. Jh.
G37360,Lucillus of Tarrhae,Greek,Lucillus de Tarrha
G90005,INscription de Pectorius,Greek,Inscription de Pectorius
G15709,Pasiteles,Greek,Pasíteles escultor de la Grècia Romana
G32732,"Marcion, of Sinope, active 2nd century",Greek,Marcion
G56345,"Papias, Saint, Bishop of Hierapolis, -approximately 120",Greek,Pàpies de Hieràpolis
G45909,"Bardesanes, Edessenus, 154-222",Greek,Bardesanes
G79416,"Musaeus, Eleusinius",Greek,Musaeus Eleusinius
G02553,Aristeas Epistolographus ca. v3. Jh. ,Greek,Aristeas.
G36127,"Oppian, of Apamea",Greek,Oppien de Syrie
G62646,Suidas (Lexicographer),Greek,Suidas
G65204,Anacreon ,Greek,Anacréon
G67694,Archilochus,Greek,Archiloque 0712?-0664? av. J.-C.
G69224,Bacchylides,Greek,Bacchylides
G71305,Demophilus,Greek,Demophilus Comicus v3. Jh.
G72872,"Celsus, Aulus Cornelius",Greek,Celsus
G73923,"Phrynichus, Arabius",Greek,Phrynichus
G75475,"Xenophanes, ca. 570-ca. 478 B.C.",Greek,Ξενοφάνης ὁ Κολοφώνιος
G75549,"Diagoras, of Melos",Greek,Diagoras de Melos
G77778,"Ephraem, Syrus, Saint, 303-373",Greek,Ephraem
G81283,Pindar,Greek,Pindare
G81721,Palaephatus,Greek,Palaephatus.
G85827,"Clement, of Alexandria, Saint, ca. 150-ca. 215",Greek,Clément d'Alexandrie
G92636,Arrian,Greek,Arrien
G05952,"Phalaris, Tyrant of Agrigentum, 6th cent. B.C.",Greek,Phalaris
G10019,"Ulpianus, Rhetorician",Greek,Ulpianus
G11635,"Rutilius Lupus, Publius",Greek,Rutilius Lupus
G11931,"Callistratus, 3rd or 4th cent.",Greek,Callistrate
G13249,"Prodomus, Theodorus",Greek,Théodore Prodrome
G15825,"Eunapius, ca. 345-ca. 420",Greek,Eunape
G18889,"Dionysius, of Halicarnassus",Greek,Dionysius
G18891,Epictetus,Greek,Epictetus
G18901,"Lucian, of Samosota",Greek,Lucian
G19416,"Aelian, 3rd cent.",Greek,Élien le sophiste
G19535,Apollodorus,Greek,Apollodorus
G19557,Caecilius Calactinus,Greek,Caecilius
G19883,Strabo,Greek,Strabo
G19934,Themistius,Greek,Themistius
G25976,Herodotus,Greek,Herodotus
G51470,"Clement, I, Pope",Greek,Klemens I. Papst ca. 1. Jh.
G97531,"Alexander, of Lycopolis",Greek,Alexander
G98908,"Antoninus, Liberalis, 2nd cent.",Greek,Antoninus Liberalis.
G01163,"Menander, Protector, fl. 6th cent.",Greek,Menander
G02699,"Dionysius, Periegetes",Greek,Dionysius
G03442,"Maximus, of Tyre, 2nd cent.",Greek,Maximus
G06841,"Dio, Chrysostom",Greek,Dio
G06904,"Timaeus, of Locri",Greek,Timaeus
G40246,"John, the Prophet, Saint",Greek,John
G53608,Alexander the Great,Greek,Alexandre lll 0356-0323 av. J.-C. roi de Macédoine
G60867,Sophocles,Greek,Sophocles
G06635,"Heraclitus, of Ephesus",Greek,Heràclit
G27403,"Hierocles, Stoicus, 2. Jh.",Greek,Hierokles
G22199,"Aurelianus, Caelius (attributed author)",Greek,Aureliano
G23982,"Synesius, of Cyrene, Bishop of Ptolemais",Greek,Synésios de Cyrène
G28360,"Aeneas, Gazaeus, 430-486",Greek,Aeneas 430-486 Gazaeus
G33329,Zosimus,Greek,Zosimus
G35906,"Ariston, Cous",Greek,Ariston von Kos
G35910,"Autocrates, Comicus, 5./4. Jh. v. Chr.",Greek,Autocrates Comicus 5./4. Jh. v. Chr
G35934,"Cephisodorus, Comicus, 5./4. Jh. v. Chr",Greek,Cefisodor comediògraf de l'antiga Grècia
G35947,"Chaeremon, Tragicus, 4. Jh. v. Chr.",Greek,Chaeremon
G35952,Chaeris Grammaticus v2. Jh.,Greek,Chaeris Grammaticus v2. Jh.
G35968,"Chariclides, Comicus, Person der Antike",Greek,Chariclides Comicus Person der Antike
G35981,"Clemens, Historicus, Person der Antike",Greek,Clemens Historicus
G36135,"Damostratus, Epigrammaticus,  1. Jh. v. Chr.",Greek,Damostrat
G36188,"Diogenes, of Smyrna",Greek,ديوجانس ااسميرني
G36190,"Etruscus, Epigrammaticus, d ca. 1. Jh. n. Chr.",Greek,Etruscus Epigrammaticus ca. 1. Jh.
G36208,"Euboeus, Parius, 5./4. Jh. v. Chr",Greek,Eubeu
G36212,"Euphanes Comicus, 4./2. Jh. v. Chr",Greek,Euphanes Comicus 4./2. Jh. v. Chr
G36277,"Hermaeus, Historicus, ca. 1.Jh.n.Chr",Greek,Hermaeus Historicus ca. 1. Jh.
G36306,"Hyperochus, Cumaeus, v3. Jh",Greek,Hipèroc de Cumes historiador de l'antiga Grècia
G36323,"Ion, Samius, 5. Jh. v. Chr",Greek,Ion Samius 5. Jh. v. Chr
G36368,"Laosthenidas, Historicus, v1. Jh",Greek,Laosthenidas Historicus v1. Jh.
G36436,"Metrodorus, Epigrammaticus 4. Jh. n. Chr.",Greek,Μητρόδωρος
G36470,"Nicander, Thyatirius",Greek,Nicandre de Tiatira
G36491,Nicostratus Comicus 4. Jh. v. Chr.,Greek,Nicòstrat d'Atenes
G36518,"Panteleius, Epicus, 4./5. Jh. n. Chr",Greek,Παντέλεος
G36525,Paron Philosophus v6. Jh,Greek,Paron
G36560,"Paxamus, v1. Jh",Greek,Πάξαμος
G36573,"Peritas, Epigrammaticus, Person der Antike",Greek,Peritas Epigrammaticus
G36594,"Philiades, Megarensis, Person der Antike",Greek,Philiades Megarensis
G36616,"Philostephanus, Comicus, 3./2. Jh. v. Chr.",Greek,Filostefà
G36659,"Posidonius, Medicus, 3/5 Jh. n. Chr.",Greek,Posidoni
G36663,"Praxion, Megarensis, v4. Jh",Greek,Praxion Megarensis v4. Jh.
G36671,"Sosipater, Comicus, 3. Jh. v. Chr.",Greek,Sosipater Comicus ca. v3. Jh.
G36685,"Sosthenes, Historicus, Person der Antike",Greek,Sosthenes Historicus
G36692,"Sosylus, Lacedaemonius, 3./2. Jh. v. Chr.",Greek,Sosylus Lacedaemonius v3./2. Jh.
G36766,Thessalus Trallianus ca. 1. Jh.,Greek,Thessalus Trallianus ca. 1. Jh.
G36811,"Zopyrus, Magnes,  4./3. Jh. v. Chr.",Greek,Zopyrus Magnes v4./3. Jh.
G69543,"Proclus, ca. 410-485",Greek,Proclus
G95066,"Marcus Aurelius, Emperor of Rome, 121-180",Greek,Marcus Aurelius
G10690,"Phylarchus, of Athens, 3rd cent. B.C.",Greek,Phylarchus Athenensis (2..-2.. p.n.e.).
G07923,"Strattis, Comicus, um 410/375 v. Chr.‏ ",Greek,Strattis active 5th century B.C.-4th century B.C.
G46160,"Gregory, of Nyssa, Saint, 335-394",Greek,Gregory
G46538,"Apollodorus, of Athens",Greek,Apollodorus
G74673,Parmenides,Greek,Parmenides v515-v445
G35748,"Eudocia, Empress, consort of Theodosius II, Emperor of the East, -460",Greek,Eudocie
G72099,Hymn to Hestia (Homeric hymn 29),Greek,Hymn to Hestia (Homeric hymn 29)
G55222,"Athanasius Saint, Patriarch of Alexandria d. 373",Greek,Athanasius
G97488,"Athenagoras, active 2nd century",Greek,Athenagoras
G50861,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",Greek,Seneca
G37157,"Eudoxus, of Cnidus, ca. 400-ca. 350 B.C.",Greek,Εὔδοξος ὁ Κνίδιος
G49037,"Ptolemy, III Euergetes, King of Egypt, d. 221 B.C",Greek,Ptolemaios III. Ägypten
G60698,"Firmicus Maternus, Julius.",Greek,Firmicus Maternus
G69362,"Olympiodorus, the Younger, of Alexandria, 6th cent.",Greek,Olympiodorus Alexandrinus
G36494,"Theophilus, Saint, active 2nd century (Theophilus Antiochenus)",Greek,Theophilus Antiochenus episcopus
G59964,Plato,Greek,Plato
G86765,Plotinus,Greek,Plotinus
G75755,"Gregory, of Nazianzus, Saint",Greek,Grégoire de Nazianze
G93357,"Appianus, of Alexandria",Greek,Appien
G13110,"Lydus, Johannes Laurentius, 490-ca. 565",Greek,Jean de Lydie
G86483,"Ausonius, Decimus Magnus",Greek,Ausonius
G55699,"Andocides, ca. 440-ca. 390 B.C.",Greek,Andocides
G95378,"Arion, fl. 628-625 B.C",Greek,Arion fl. 628-625 B.C
G67713,"Comnena, Anna, 1083-1148/53",Greek,Anne Comnène
G62129,Orphica. De terrae motibus,Greek,Orphica. De terrae motibus
G66492,"Andronicus, of Rhodes",Greek,Andronicus ca. v70 Rhodius
G41883,"Cleon, Curiensis, 4. Jh. v. Chr.",Greek,Cleon Curiensis v4. Jh.
G20806,"Manetho, Aegyptius v3. Jh. Priester, Historiker",Greek,Manetho Aegyptius v3. Jh. Priester
G52370,Pseudo-Justinus,Greek,Pseudo-Justinus
G95413,Pamprepios,Greek,Pamprepius Panopolitanus
G99895,"Leontius, Bishop of Neapolis, 7th cent.",Greek,Leontius Neapolitanus (5..-6..).
G20717,Hesiod,Greek,Hesiodus
G63764,"Zenobius, 2nd. cent.",Greek,Zenobius.
G10254,"Iamblichus, ca. 250-ca. 330",Greek,Iamblichus
G91352,"Serenus, Antinoensis",Greek,Serenus
G40139,"Metrodorus, of Lampsacus, 331 or 330-278 or 7 B.C.",Greek,Μητροδωρος Λαμψακηνος
G52822,"Ister, Cyrenaeus, 3. Jh. v. Chr.",Greek,Istros von Kyrene ca. v300
G93341,"Apollophanes, Stoicus, 3. Jh. v. Chr.",Greek,Apol·lòfanes d'Antioquia filòsof estoic de l'antiga Grècia
G93356,"Ararus, Comicus, um 376/373 v. Chr.",Greek,Araros
G93373,Archelaus Chersonensis 4./3. Jh. v. Chr,Greek,Archelaus Chersonensis 4./3. Jh. v. Chr
G93387,Autoclides Historicus v3. Jh.,Greek,Autoclides Historicus v3. Jh.
G93409,Chaeremon Epigrammaticus,Greek,Chaeremon Epigrammaticus 3. Jh. v. Chr
G93421,"Clearchus, Comicus,  4. Jh. v. Chr.",Greek,Clearchus active 4th century B.C (Poet of Middle or New Comedy)
G93432,"Cleobulina, Lyrica, 6. Jh. v. Chr.",Greek,Κλεοβουλίνη
G93445,Cleitarchus,Greek,Clitarchus
G93649,"Diogenes, Atheniensis, 5. Jh. v. Chr.",Greek,Diogènes
G93654,"Dionysius,  Sinopensis, 5./4. Jh. v. Chr.",Greek,Dionysius of Sinope 4th cent. B.C
G93696,"Diotimus, Adramyttenus, 3. Jh. v. Chr.",Greek,Diotimus Adramyttenus fl.3. Jh. v. Chr
G93715,"Dosiadas, Cydonius, 4./3. Jh. v. Chr.",Greek,Dosiadas Cydonius ca. v4./3. Jh.
G93736,"Eugenes, Epigrammaticus, d 3. Jh. v. Chr.",Greek,Eugenes Epigrammaticus 3. Jh. v. Chr
G93829,"Hedyle, Epigrammatica, 4./3. Jh. v. Chr.",Greek,Ἡδύλη
G93840,"Hermesianax, Cyprius, ca. 1./2.Jh.n.Chr",Greek,Hermesianax Cyprius ca. 1./2. Jh.
G93919,Menestheus Medicus ca. 2.Jh.n.Chr,Greek,Menestheus Medicus ca. 2. Jh.
G93926,"Menyllus, Historicus, Person der Antike",Greek,Menyllus Historicus
G93942,"Minucianus, Rhetor 2. Jh. n. Chr.",Greek,Minucià el Vell
G93961,"Nicomachus, Alexandrinus 3. Jh. v. Chr.",Greek,Νικόμαχος
G93990,"Pelagius, Alchemista, 3. Jh. n. Chr.",Greek,Pelagius (Alchemist)
G94017,"Philinus, Agrigentus, 3. Jh. v. Chr",Greek,Philinus Agrigentinus v3. Jh.
G94029,"Philo, Epigrammaticus, ca. 1.Jh.n.Chr",Greek,Φίλων
G94055,Sosandrus Medicus ca. 2.Jh.n.Chr.,Greek,Sosandrus Medicus ca. 2. Jh.
G94064,"Sositheus, Tragicus, 3 Jh. v Chr.",Greek,Sosíteos
G94086,"Theotimus, Historicus, v2. Jh",Greek,Theotimus Historicus v2. Jh.
G94093,"Trophilus, Paradoxographus, 1. Jh. n. Chr.",Greek,Trophilus Paradoxographus 1. Jh.
G94135,"Zopyrus Tragicus, 4./3. Jh. v. Chr",Greek,Zopyrus Tragicus 4./3. Jh. v. Chr
G22611,"Plato, Comicus, fl. 410-391 B.C.",Greek,Plato
G87440,Theano,Greek,Théano 05..?-05..? av. J.-C.
G28510,"Xenocrates, of Aphrodisias, 1st cent.",Greek,Xenocrates Aphrodisiensis ca. 1. Jh.
G20904,"Aratus, Solensis",Greek,Aratus
G64982,"Malchus, Philadelphensis",Greek,Malchus
G49401,Megasthenes,Greek,Megasthène 03..-02.. av. J.-C.
G71546,Hymn to Aphrodite (Homeric hymn 6).,Greek,Hymn to Aphrodite (Homeric hymn 6).
G57547,"Diogenes, Sinopensis, v400-v323 ",Greek,Diogenes
G90360,"Zacharias, Bishop of Mytilene, 5th/6th century",Greek,Zacharias
G51211,"Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310-403",Greek,Épiphane de Salamine
G72841,Hymn to Athena (Homeric hymn 28),Greek,Hymn to Athena (Homeric hymn 28)
G53446,"Hermagoras, of Temnos, active 150 B.C",Greek,Hermagoras de Temnos 
G77862,"Eupolis, ca. 446-411 B.C.",Greek,Eupolis
G16392,"Iuncus, Philosophus",Greek,Iuncus
G50656,"Crates, Mallotes, 2nd cent. B.C.",Greek,Crates Thebanus (około 360-około 280 p.n.e.).
G82875,"Macarius, Magnes, active 403",Greek,Macaire de Magnésie 03..-04..
G80871,"Philetaerus, 4th cent. B.C.",Greek,Fileter d'Atenes poeta còmic atenès
G54053,"Anaximenes, of Miletus",Greek,Ἀναξιμένης
G60104,"Lentulus Gaetulicus, Cn. Cornelius, (Cneius Cornelius), d. 39 (attributed)",Greek,Gaetulicus
G61953,"Simmias, of Rhodes, fl. 300 B.C.",Greek,Simias Rhodius ca. v300
G28746,"Dicaearchus, Messenius, 4th cent. B.C.",Greek,Dicaearchus
G75071,"Photius I, Saint, Patriarch of Constantinople, ca. 820-ca. 891",Greek,Πατριάρχης Φώτιος
G80481,"Damaskios, ca. 480-ca. 550",Greek,Damaskios
G83698,"Alketas, 319 B.C.",Greek,Ἀλκέτας
G50802,"Philostratus, b. ca. 220",Greek,Philostratus sophistes
G69768,"Synesius,  Alchemista, 4. Jh. n. Chr.",Greek,Synésius
G26777,"Marianus, Scholasticus um 566 n. Chr",Greek,Marianus Scholasticus fl.um 566 n. Chr
G77565,"Isyllus, of Epidaurus",Greek,Isyllos griechischer Dichter
G57670,"Charon, Lampsacenus, 5. Jh. v. Chr.",Greek,Charōn Lampsakīnós.
G59266,"Gabriel, Constantinopolitanus, fl.6. Jh.‏ ",Greek,Gabriel Constantinopolitanus fl.6. Jh
G59376,"Aemilianus, Rhetor, 1. Jh. n. Chr.",Greek,Aemilianus Rhetor A.D. 1
G59382,"Aethlius, Samius, 5./4. Jh. v. Chr.",Greek,Etli de Samos historiador de l'antiga Grècia
G59395,"Anaxandrides, Comicus, 4 Jh. V. Chr.",Greek,Anaxandrides 4. Jh. v. Chr Comicus
G59400,"Anaxippus, Comicus, um 307/285 v. Chr.",Greek,Anaxip poeta còmic atenenc
G59428,"Antander, Syracusanus, 4./3. Jh. v. Chr",Greek,Ἄντανδρος
G59444,"Antiochus, Epigrammaticus,1./2. Jh. n. Chr.",Greek,Antiochus Epigrammaticus 1./2. Jh. n. Chr
G59463,"Apollonius, Claudius,1. Jh. n. Chr. ",Greek,Apollonius
G59471,Arcesilaus Pitanaeus,Greek,Arcesilaus Pitanaeus ca. 316-241/240v.Chr.
G60500,"Theocritus Syracusanus, c. 300-260 a.C. | Scholia",Greek,Theocritus Syracusanus
G59485,"Asclepiades, Tragilensis, 4. Jh. v. Chr.",Greek,Asclepiades Tragilensis ca. v4. Jh.
G59519,"Cantharus, Comicus, 5. Jh. v. Chr.",Greek,Cantharus
G59542,"Chares, Tragicus, Person der Antike",Greek,Chares
G59561,"Chrysippus, Tyanensis, 1. Jh. n. Chr.",Greek,Crisip de Tíana
G59601,Crinagoras b. ca. 70 B.C.,Greek,Crinagoras v1. Jh./ 1. Jh Mytilenensis
G59722,"Daimachus, Plataeeus,  3. Jh. v. Chr.",Greek,Daimachus v3. Jh Plataeeus
G59733,"Damianus, Larissaeus, 4. Jh. n. Chr.",Greek,Damianus Larissaeus 3..-3.
G59746,Darius Medicus ca. 1.Jh.n.Chr.,Greek,Darius Medicus ca. 1. Jh.
G59751,"Dionysius, Chalcidensis, v4./2. Jh",Greek,Dionís de Calcis
G59767,"Diophantus, Historicus, v3. Jh",Greek,Diòfanes
G59779,"Diotogenes, Philosophus, 4. Jh. v. Chr./2. Jh. n. Chr.",Greek,Diotògenes
G59808,"Dositheus, Historicus, Person der Antike",Greek,Dositheus Historicus
G59812,"Epinicus, Comicus, 3./2. Jh. v. Chr.",Greek,Epínic
G59820,"Evalces, Ephesius ca. 3.Jh.v.Chr",Greek,Evalces Ephesius ca. 3.Jh.v.Chr.
G59883,"Gauradas, Epigrammaticus, d 2./5. Jh. n. Chr.",Greek,Γαυράδας
G60007,Mithradates Epistolographus,Greek,Mithridates Herausgeber von Brutus' Briefen
G60024,"Nicomachus Historicus, ca. 3./4. Jh. n. Chr",Greek,Nicomachus Historicus ca. 3./4.Jh.
G60030,"Pausanias, Damascenus, ca. 4. Jh. n. Chr",Greek,Pausanias von Damaskus griechischer Historiker des 2. Jahrhunderts v. Chr.
G60053,"Periander Corinthius, v627-v585",Greek,Περίανδρος
G60095,"Polystratus, Aegyptius,  2. Jh. v. Chr.",Greek,Πολύστρατος
G60114,"Python, Tragicus, 4. Jh. v. Chr.",Greek,Pitó de Catana
G60133,"Satyrus, Epigrammaticus, 1. Jh. v. Chr.",Greek,Σάτυρος
G60151,"Socrates, Argivus, ca. 1. Jh. v. Chr",Greek,Socrate di Argo
G60179,Theocritus Chius,Greek,Teòcrit de Quios orador a l'antiga Grècia
G76251,"Theodorus, Illustrius, fl.6. Jh.",Greek,Theodorus Illustrius ca. 6. Jh.
G19788,"Ptolemaeus, VIII,  Ägypten, König, v180-v116",Greek,بطليموس الثامن ملك مملكة قورينائية احد ملوك البطلمية في مصر
G64840,Polyaenus,Greek,Polyaenus
G73814,"Antimachus, of Colophon",Greek,Antimachus
G81813,"Musaeus, Grammaticus",Greek,Musaeus
G66263,"Fortunatianus, Chirius",Greek,Fortunatianus
G90329,"Stephanus, of Alexandria",Greek,Stephanus d'Alexandrie
G85183,"Callinus, of Ephesus",Greek,Callinus
G28254,Hermias,Greek,Hermias
G34357,Aeschines Orator,Greek,Aeschines (390-około 330 p.n.e.).
G22536,"Eustathius, Macrembolites, active 12th century",Greek,Eustathius
G12139,Psuedo-Scymnus,Greek,Schymnus de Chio
G03864,"Prodicus, 5th cent B.C.",Greek,Πρόδικος
G37897,Pythagoras (attributed author),Greek,Pythagoras ca. 6./5. Jh. v. Chr.
G62022,Simeo Sethus,Greek,Simeo Sethus
G88763,"Lollianus, active 2nd century",Greek,Lollianus
G08645,Longus,Greek,Longus
G76513,Pseudo-Galenus,Greek,Galenus
G62769,"Amphilochius, Saint, Bishop of Iconium, active 373-394",Greek,Amphilochius
G79448,"Mark, the Hermit, -approximately 430",Greek,Marcus Eremita
G95588,Stobaeus,Greek,Stobaios
G59778,"Zonaras, Joannes, 12th cent.",Greek,Zonaras
G44861,"Iuba II, Mauretania, König, v50-23",Greek,2 ዩባ
G79552,"Heraclides, Criticus",Greek,Heraclides Criticus
G79057,"Stephanos, ho Byzantios, 6th cent.",Greek,Étienne de Byzance
G33220,"Didymus, Chalcenterus",Greek,Didymus
G03871,"Platonius, 9th/10th cent.",Greek,Platonius
G30908,"Chares, Mytilenensis, 4. Jh. v. Chr.",Greek,Chares Mytilenensis ca. v4. Jh.
G02178,"Paul, the Silentiary, 6th cent.",Greek,Paulus Silentiarius (około 520-około 575).
G03095,Philo of Byzantium,Greek,Philo
G25859,Libanius,Greek,Libanius
G99115,"Berosus, the Chaldean",Greek,Berosus
G63602,"Critias, ca. 460-ca. 403 B.C.",Greek,Κριτίας
G65356,"Orion, of Thebes, 5th cent.",Greek,Orion Thebanus
G14672,Etymologicum Gudianum,Greek,Etymologicum Gudianum
G67126,Serapion Antiochenus,Greek,Serapion Antiochenus
G16162,Certamen Homeri et Hesiodi  ,Greek,Certamen Homeri et Hesiodi
G71897,"Suidas, Thessalius, 4./3. Jh. v. Chr",Greek,Suidas Thessalius v4./3. Jh.
G73269,"Telesilla, Argiva, 5 Jh. v. Chr.",Greek,Telesilla Argiva 5. Jh. v. Chr
G80504,"Gaudentius, Philosophus, 2./5. Jh. n. Chr.",Greek,Gaudentius Philosophus 2./5. Jh.
G00873,"Oppian, of Apamea. | Cynegetica",Greek,Oppian
G13782,"Amyntas, Epigrammaticus,v3./2. Jh",Greek,Amyntas
G13795,"Anticlides, Atheniensis, 4./3. Jh. v. Chr.",Greek,Anticlides Atheniensis v4./3. Jh.
G13805,"Antileon, Historicus, ca. 2./1.Jh.v.Chr",Greek,Antileont escriptor grec que va fer un treball sobre cronologia
G13851,Apollonius Memphiticus ca. 2. H. v3. Jh.,Greek,Apollonius Memphiticus ca. 2. H. v3. Jh.
G13867,"Archemachus, Euboeus,  3. Jh. v. Chr.",Greek,Arquèmac d'Eubea
G13879,"Ariaethus, Tegeates, v3. Jh",Greek,Ariaethus Tegeates v3. Jh.
G13908,"Balagrus, Historicus, v2. Jh",Greek,Balagros
G13920,Calanus Epistolographus,Greek,Calanus Epistolographus
G13931,"Callinicus, 3rd cent.",Greek,Callinicos de Petras 02..-02..
G13949,Carcinus Tragicus um 380/376 v. Chr,Greek,Carcí el Jove poeta tràgic de l'antiga Grècia
G13977,"Chryserus, Historicus, 2. Jh",Greek,Chryserus Historicus 2. Jh.
G13983,"Cleaenetus, Tragicus, 4. Jh. v. Chr.",Greek,Cleaenetus Tragicus 4. Jh. v. Chr
G13996,"Cleobulus, Lindius, 7./6. Jh. v. Chr.",Greek,Cleobulus Lindius 7./6. Jh. v. Chr
G14014,Cocondrius,Greek,Cocondrius
G14033,"Crobylus, Comicus, 4. Jh. v. Chr.",Greek,Cróbilos
G14131,"Democritus, Epigrammaticus, ca. 3. Jh. n. Chr",Greek,Democritus Epigrammaticus ca. 3. Jh.
G14149,Didymus Alexandrinus 1. Jh. v. Chr./1.Jh. n. Chr,Greek,Didymus Alexandrinus Geoponicus
G14154,"Diocles, Rhodius, Person der Antike",Greek,Diocles de Rodes
G14177,"Diodorus, Epigrammaticus, 1. Jh. v. Chr./1. Jh. n. Chr.",Greek,Diodorus Epigrammaticus v1. Jh. / 1. Jh.
G14183,"Diogenianus,  Epicureus, 2. Jh. n. Chr.",Greek,Diogenianos
G14196,Diyllus Atheniensis um 330 - 290 v. Chr.,Greek,ديلس مؤرخ من اثينا الكلاسيكيه
G14235,"Euphantus, Olynthius, 4./3. Jh. v. Chr",Greek,Εὔφαντος
G14242,"Eupithius, Atheniensis, 3. Jh. n. Chr.",Greek,Eupithius Atheniensis 3. Jh. n. Chr
G14290,Hecataeus Thasius,Greek,Hecataeus Thasius 3. Jh. v. Chr
G14300,"Hegesias, Magnes, 3. Jh. v. Chr.",Greek,Hegesias Magnes v3. Jh.
G14337,"Herodotus, Medicus, 1./2. Jh. n. Chr.",Greek,Herodotus Medicus 1./2. Jh.
G14371,Lycon Alexandrinus ca. v4./3. Jh.,Greek,Licó de Troas
G14385,"Lysippus, Comicus, 5. Jh. v. Chr.",Greek,Lysippus Comicus 5. Jh. v. Chr
G14407,"Melito, Atheniensis, ca. 2.Jh.n.Chr",Greek,Melito Atheniensis ca. 2. Jh.
G14448,"Neanthes, Cyzicenus 3. Jh. v. Chr.",Greek,Neanthes ca. v3. Jh Cyzicenus
G14469,"Nicostratus Macedo, 2. Jh. n. Chr.",Greek,Nicòstrat
G14513,"Pempelus, Philosophus, d 3./2. Jh. v. Chr.",Greek,Pempelus Philosophus v3./2. Jh.
