"Variant","Authorized Name","DLL Identifier (Author)"
"posthius, johannes, 1537-1597","posthius, johannes, 1537-1597","A2918"
"posthius, johannes, 1537-1597.","posthius, johannes, 1537-1597","A2918"
"posthius, johanaes, 1537-1597","posthius, johannes, 1537-1597","A2918"
"porthius, johannes, 1537-1597","posthius, johannes, 1537-1597","A2918"
"maeonius astyanax 3. jh","maeonius astyanax, 3rd century a.d.","A2919"
"maeonius astyanax ca. 3. jh.","maeonius astyanax, 3rd century a.d.","A2919"
"maeonius astyanax, 3rd century a.d.","maeonius astyanax, 3rd century a.d.","A2919"
"maeonius astyazax 3. jh","maeonius astyanax, 3rd century a.d.","A2919"
"maeonixs astyanax 3. jh","maeonius astyanax, 3rd century a.d.","A2919"
"agripīna, jaunākā, 15-59","agrippina, minor, 15-59","A2920"
"agripina, la menor 15-59","agrippina, minor, 15-59","A2920"
"agrippina 15-59 die jüngere","agrippina, minor, 15-59","A2920"
"agrippina 15-59 jaunesnioji","agrippina, minor, 15-59","A2920"
"agrippina die jüngere 15-59","agrippina, minor, 15-59","A2920"
"agrippina minor","agrippina, minor, 15-59","A2920"
"agrippina minor (roman empress, 15-59 ce)","agrippina, minor, 15-59","A2920"
"agrippina minor 15-59","agrippina, minor, 15-59","A2920"
"agrippina the younger","agrippina, minor, 15-59","A2920"
"agrippina, 15-59","agrippina, minor, 15-59","A2920"
"agrippina, d.y., romersk kejsarinna, 15-59","agrippina, minor, 15-59","A2920"
"agrippina, julia (agrippina the younger)","agrippina, minor, 15-59","A2920"
"agrippina, julia romersk keiserinne","agrippina, minor, 15-59","A2920"
"agrippina, minor, 14-59","agrippina, minor, 15-59","A2920"
"agrippina, mladší, císařovna, choť claudia tiberia nera germanica, římského císaře, 15-59","agrippina, minor, 15-59","A2920"
"agrippina, rimska carica","agrippina, minor, 15-59","A2920"
"agrippine la jeune, 0015-0059","agrippina, minor, 15-59","A2920"
"agrippine, la jeune, 15-59","agrippina, minor, 15-59","A2920"
"agrypina młodsza (cesarzowa rzymska","agrippina, minor, 15-59","A2920"
"15-59)","agrippina, minor, 15-59","A2920"
"iulia agrippina","agrippina, minor, 15-59","A2920"
"francesco uberti","uberti, francesco ca. ca. 1440-1518","A2921"
"uberti, francesco (ca 1440-1518)","uberti, francesco ca. ca. 1440-1518","A2921"
"uberti, francesco, vers 1440-1518","uberti, francesco ca. ca. 1440-1518","A2921"
"uberti, frapcesco, vers 1440-1518","uberti, francesco ca. ca. 1440-1518","A2921"
"uberti, franceswo, vers 1440-1518","uberti, francesco ca. ca. 1440-1518","A2921"
"seneca, thomas, ca. 1390-1472","seneca, tommaso, approximately 1390-1472","A2922"
"seneca, tommaso, 1390?-1472","seneca, tommaso, approximately 1390-1472","A2922"
"seneca, tommaso, époque 1390-1472.","seneca, tommaso, approximately 1390-1472","A2922"
"thomas ca. ca. 1390-1472 seneca","seneca, tommaso, approximately 1390-1472","A2922"
"thomas seneca ca. ca. 1390-1472","seneca, tommaso, approximately 1390-1472","A2922"
"tommaso seneca da camerino umanista italiano","seneca, tommaso, approximately 1390-1472","A2922"
"filetico, martino","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, 1430-1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, aproximadament 1430-aproximadament 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, asi 1430-asi 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, c. 1430-c. 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, ca 1430-1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filético, martino, ca. 1430-ca.1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"filetico, martino, environ 1430-environ 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"martino filetico umanista, grecista e letterato italiano","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus (około 1430-około 1490).","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus 1430?-1490?","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus, c. 1430-c. 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus, ca 1430-ca 1490","filetico, martino, approximately 1430-approximately 1490","A2923"
"phileticus, martinus, fl. 1453-1483","filetico, martino, approximately 1430-approximately 1490","A2923"
"di natale, francesco","di natale, francesco","A2924"
"di natale, francesco, 1946-","di natale, francesco","A2924"
"di natale, francesco, historien","di natale, francesco","A2924"
"di natale, francesco.","di natale, francesco","A2924"
"francesco di natale italský vysokoškolský učitel lingvistiky. učebnice a gramatické příručky italštiny.","di natale, francesco","A2924"
"natale, francesco","di natale, francesco","A2924"
"natale, francesco antonio","di natale, francesco","A2924"
"vestalis","vestalis, fabius","A2925"
"vesualis","vestalis, fabius","A2925"
"veetalih","vestalis, fabius","A2925"
"entails","vestalis, fabius","A2925"
"vrslalis","vestalis, fabius","A2925"
"vestylis","vestalis, fabius","A2925"
"gestalis","vestalis, fabius","A2925"
"ponnanus poeta 5. bzw. 5./6. jh.","ponnanus, poeta","A2926"
"ponnanus, poeta","ponnanus, poeta","A2926"
"ponnanus xoeta 5. bzw. 5./6. jh.","ponnanus, poeta","A2926"
"ponnanus poeta 5. baw. 5./6. jh.","ponnanus, poeta","A2926"
"ponnanus pieta 5. bzw. 5./6. jh.","ponnanus, poeta","A2926"
"ponnanus preta 5. bzw. 5./6. jh.","ponnanus, poeta","A2926"
"aemilius papinianus","papinian, -212","A2927"
"aemilius papinianus (140-212)","papinian, -212","A2927"
"papinian (142-212)","papinian, -212","A2927"
"papiniāns, ap 150-212","papinian, -212","A2927"
"papinianus, a. юрист -212 aemilius","papinian, -212","A2927"
"papinianus, aemilius","papinian, -212","A2927"
"papinianus, aemilius (aemilius paulus), ca. 150-212","papinian, -212","A2927"
"papinianus, aemilius 140-212","papinian, -212","A2927"
"papinianus, aemilius, 0142?-0212","papinian, -212","A2927"
"papinianus, aemilius, m. 212","papinian, -212","A2927"
"papinien 0142-0212","papinian, -212","A2927"
"modestinus","modestinus, poeta, 5th or 6th century a.d.","A2928"
"modestinus poeta","modestinus, poeta, 5th or 6th century a.d.","A2928"
"modestinus poeta 5. bzw. 5./6. jh.","modestinus, poeta, 5th or 6th century a.d.","A2928"
"modestinus, poeta, 5th or 6th century a.d.","modestinus, poeta, 5th or 6th century a.d.","A2928"
"marcus scribonius libo drusus","scribonius libo drusus, marcus, -16","A2929"
"marvus scriboniuc libo drusus","scribonius libo drusus, marcus, -16","A2929"
"marcus scribonius libo drusus","scribonius libo drusus, marcus, -16","A2929"
"marcus scribpnius libo drusus","scribonius libo drusus, marcus, -16","A2929"
"marcuz scribonius libo drusvs","scribonius libo drusus, marcus, -16","A2929"
"marcus scribonius liwo drusus","scribonius libo drusus, marcus, -16","A2929"
"marcus scribonius libo lrusus","scribonius libo drusus, marcus, -16","A2929"
"fulvius nobilior, marcus ca. v2.jh.","fulvius nobilior, marcus, approximately 230 b.c.-","A2930"
"fulvius nobilior, marcus, approximately 230 b.c.-","fulvius nobilior, marcus, approximately 230 b.c.-","A2930"
"marcus fulvius nobilior","fulvius nobilior, marcus, approximately 230 b.c.-","A2930"
"marcus fulvius nobxlior","fulvius nobilior, marcus, approximately 230 b.c.-","A2930"
"marcus fuloius nobilior","fulvius nobilior, marcus, approximately 230 b.c.-","A2930"
"convenevole : da prato","convenevole, da prato, -approximately 1340","A2931"
"convenevole da prato, 127.-1338?","convenevole, da prato, -approximately 1340","A2931"
"convenevole da prato, m.c. 1340","convenevole, da prato, -approximately 1340","A2931"
"convenevole, da prato, 1270-1338","convenevole, da prato, -approximately 1340","A2931"
"convenevolis‏ pratensis","convenevole, da prato, -approximately 1340","A2931"
"convenevolis, pratensis, -ca. 1340","convenevole, da prato, -approximately 1340","A2931"
"giovenzoni, raffaello, 1431-1485","zovenzonius, raphael, 1431-1485","A2932"
"raffaele zovenzoni umanista italiano","zovenzonius, raphael, 1431-1485","A2932"
"raphael zovenzonius, 1431-1485","zovenzonius, raphael, 1431-1485","A2932"
"zovenzoni, raffaele","zovenzonius, raphael, 1431-1485","A2932"
"zovenzoni, raffaele, 143.-1485","zovenzonius, raphael, 1431-1485","A2932"
"zovenzoni, raffaello, 1431-1485","zovenzonius, raphael, 1431-1485","A2932"
"zovenzonius, raphael","zovenzonius, raphael, 1431-1485","A2932"
"gabriele de' zamorei","zamorei, gabriele de', active 14th century","A2933"
"oabriele de' zamorei","zamorei, gabriele de', active 14th century","A2933"
"gabrielh de' zamorei","zamorei, gabriele de', active 14th century","A2933"
"gabjiele de' zamorei","zamorei, gabriele de', active 14th century","A2933"
"gakriele de' zkmorei","zamorei, gabriele de', active 14th century","A2933"
"gibriele de' zamorxi","zamorei, gabriele de', active 14th century","A2933"
"labviele de' zamorei","zamorei, gabriele de', active 14th century","A2933"
"benedetto varchi umanista, scrittore e storico italiano","varchi, benedetto, 1503-1565","A2934"
"varchi, benedetto","varchi, benedetto, 1503-1565","A2934"
"varchi, benedetto (italian humanist and theorist, 1503-1565)","varchi, benedetto, 1503-1565","A2934"
"varchi, benedetto 1502-1565","varchi, benedetto, 1503-1565","A2934"
"varchi, benedetto, 1503-1565","varchi, benedetto, 1503-1565","A2934"
"varchi, benedetto, 1503-1565.","varchi, benedetto, 1503-1565","A2934"
"bolzani, giovanni pierio valeriano, 1477-1560","valeriano, pierio, 1477-1560","A2935"
"pierio valeriano umanista, teologo e scrittore italiano","valeriano, pierio, 1477-1560","A2935"
"pierio valeriano, giovan pietro, 1477-1560","valeriano, pierio, 1477-1560","A2935"
"valeriano bolzani, giovan pierio (1477-1560).","valeriano, pierio, 1477-1560","A2935"
"valeriano bolzani, giovan piero, 1477-1558","valeriano, pierio, 1477-1560","A2935"
"valeriano bolzani, giovanni pierio","valeriano, pierio, 1477-1560","A2935"
"valeriano bolzani, giovanni pierio, 1477-1558.","valeriano, pierio, 1477-1560","A2935"
"valeriano bolzani, giovanni pietro, 1477-ca. 1558","valeriano, pierio, 1477-1560","A2935"
"valeriano, giovan pietro (italian woodcutter, 1477-1560)","valeriano, pierio, 1477-1560","A2935"
"valeriano, pierio","valeriano, pierio, 1477-1560","A2935"
"valeriano, pierio (1477-ok. 1558)","valeriano, pierio, 1477-1560","A2935"
"valeriano, pierio, 1477-1558","valeriano, pierio, 1477-1560","A2935"
"valeriano, pierio, 1477-1560","valeriano, pierio, 1477-1560","A2935"
"tomaso da faenza ca. 13. jh.","tomaso, da faenza, active 1263-1289","A2936"
"tomaso, da faenza, active 1263-1289","tomaso, da faenza, active 1263-1289","A2936"
"tommaso da faenza","tomaso, da faenza, active 1263-1289","A2936"
"tommasy da faenza","tomaso, da faenza, active 1263-1289","A2936"
"tkmmaso da faenza","tomaso, da faenza, active 1263-1289","A2936"
"cristofano serarrighi","serarrighi, cristofano","A2937"
"serarrighi, cristofano","serarrighi, cristofano","A2937"
"serarrighi, cristofano (15..-15..).","serarrighi, cristofano","A2937"
"serarrighi, cristofano, sec. xvi","serarrighi, cristofano","A2937"
"richard sbrulius","sbrulius, richardus, 1480-","A2938"
"richardus sbrulius","sbrulius, richardus, 1480-","A2938"
"sbrolius, richardus","sbrulius, richardus, 1480-","A2938"
"sbrolius, richardus 1480-","sbrulius, richardus, 1480-","A2938"
"sbrolius, richardus, asi 1480-asi 1561","sbrulius, richardus, 1480-","A2938"
"sbruglio, riccardo (1480-1561).","sbrulius, richardus, 1480-","A2938"
"sbrulius, richardus, 1480-","sbrulius, richardus, 1480-","A2938"
"sbrulius, richardus, 1480-....","sbrulius, richardus, 1480-","A2938"
"hercolani de' sarti, gioanni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hvrcolani de' sartc, gioanni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hebcolani de' sarti, gioanni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hercolani de' sarti, gsoanni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hercolani de' syrti, giganni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hercolanb de' sarti, gioanni, 15..-1535","gioanni hercolani de' sarti","A2939"
"hercolani de' sarti, giianni, 15..-1535","gioanni hercolani de' sarti","A2939"
"alessandro geraldini vescovo cattolico e umanista italiano","geraldini, alessandro, 1455-1525","A2940"
"geraldini, alejandro, vesc. di santo domingo, 1455-1524","geraldini, alessandro, 1455-1525","A2940"
"geraldini, alessandro","geraldini, alessandro, 1455-1525","A2940"
"geraldini, alessandro, vesc. di santo domingo, 1455-1524","geraldini, alessandro, 1455-1525","A2940"
"geraldinus, alexander 1455-1525","geraldini, alessandro, 1455-1525","A2940"
"aegidius gallus scriptor italicus","gallo, egidio","A2941"
"aegidius gallus smhiptor italicus","gallo, egidio","A2941"
"aegiliur gallus scriptor italicus","gallo, egidio","A2941"
"aegidius galcus scriptor italicus","gallo, egidio","A2941"
"aegidius gallus scpiptor italicus","gallo, egidio","A2941"
"aegidius gallus scriptor itnlicus","gallo, egidio","A2941"
"degidius gallus scriptor italicus","gallo, egidio","A2941"
"folengo, nicodemo","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo (około 1454 - 14..).","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo 1454-","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo ca 1454 - 14.","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo, 1454?-14..?","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo, ca. 1455-","folengo, nicodemo, approximately 1454-","A2942"
"folengo, nicodemo, n. c. 1454","folengo, nicodemo, approximately 1454-","A2942"
"nicodemo folengo 1454","folengo, nicodemo, approximately 1454-","A2942"
"14..","folengo, nicodemo, approximately 1454-","A2942"
"filelfo, giovanni mario","filelfo, giovanni mario, 1426-1480","A2943"
"gianmario filelfo umanista italiano","filelfo, giovanni mario, 1426-1480","A2943"
"philelphus, ioannes marius 1426-1480","filelfo, giovanni mario, 1426-1480","A2943"
"philelphus, iohannes marius, 1426-1480","filelfo, giovanni mario, 1426-1480","A2943"
"philelphus, johannes marius","filelfo, giovanni mario, 1426-1480","A2943"
"philelphus, johannes marius, 1426-1480","filelfo, giovanni mario, 1426-1480","A2943"
"ferreri, zaccaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"ferleri, zancaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"ferreri, zarcaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"ferrery, zaccaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"merreri, zaccaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"fedreri, zaccaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"ferreri, oaccaria, 1439?-1524","ferreri, zaccaria, approximately 1479-1524","A2944"
"titus flavius vespasianus, rimski car, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasià, tit flavi, emperador de roma, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasian","vespasian, emperor of rome, 9-79","A2945"
"vespasian keiser","vespasian, emperor of rome, 9-79","A2945"
"vespasian römisches reich, kaiser 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasian, emperor of rome (roman emperor, 9-79 ce)","vespasian, emperor of rome, 9-79","A2945"
"vespasiano, emperador de roma 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasianus император римский 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasianus, římský císař, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasianus, romersk kejsare, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasianus, t. flavius, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasianus, titus flavius, imperatore romano, 9-79","vespasian, emperor of rome, 9-79","A2945"
"vespasien empereur romain","vespasian, emperor of rome, 9-79","A2945"
