"author","distilbert_author","count"
"Vegetius Renatus, Flavius.","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","11"
"Vegetius Renatus, Publius","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","1"
"Vegetius Renatus, Publius.","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","1"
"Vegio, Maffeo, 1407-1458","{'authorized_name': 'vegio, maffeo', 'author_id': 'A4750'}","1"
"Vel, Caspar Ursinus, 1493-1538.","{'authorized_name': 'vel, caspar ursinus, 1493-1538', 'author_id': 'A5594'}","1"
"Velleius Paterculus, approximately 19 B.C.-approximately 30 A.D.","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","35"
"Vergil, Polydore, 1470?-1555","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","3"
"Vergil, Polydore, 1470?-1555.","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","4"
"Vergilio, Polidoro.","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","2"
"Vergilius Maro, Publius.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1"
"Verino, Ugolino, 1438-1516","{'authorized_name': 'verino, ugolino, 1438-1516', 'author_id': 'A3804'}","1"
"Verino, Ugolino, 1438-1516.","{'authorized_name': 'verino, ugolino, 1438-1516', 'author_id': 'A3804'}","1"
"Vermigli, Pietro Martire, 1499-1562.","{'authorized_name': 'vermigli, pietro martire, 1499-1562', 'author_id': 'A4302'}","2"
"Verrius Flaccus, Marcus","{'authorized_name': 'verrius flaccus, marcus', 'author_id': 'A3559'}","9"
"Vettori, Pietro, 1499-1585","{'authorized_name': 'vettori, pietro, 1499-1585', 'author_id': 'A5997'}","1"
"Vettori, Pietro, 1499-1585.","{'authorized_name': 'vettori, pietro, 1499-1585', 'author_id': 'A5997'}","2"
"Vicente de Lerins, Santo, s.5.","{'authorized_name': 'vincent, of lérins, saint', 'author_id': 'A4867'}","1"
"Vico, Giambattista, 1668-1744","{'authorized_name': 'vico, giambattista', 'author_id': 'A5547'}","3"
"Victor, Sextus Aurelius","{'authorized_name': 'victor, sextus aurelius', 'author_id': 'A4936'}","3"
"Victor, Sextus Aurelius.","{'authorized_name': 'victor, sextus aurelius', 'author_id': 'A4936'}","7"
"Victorinus, Saint, Bishop of Poetovio, -304?","{'authorized_name': 'victorinus, saint, bishop of poetovio', 'author_id': 'A4868'}","1"
"Vida, Marco Girolamo, 1470-1566","{'authorized_name': 'vida, marco girolamo', 'author_id': 'A5557'}","2"
"Vida, Marco Girolamo, 1470-1566.","{'authorized_name': 'vida, marco girolamo', 'author_id': 'A5557'}","1"
"Vida, Marco Girolamo.","{'authorized_name': 'vida, marco girolamo', 'author_id': 'A5557'}","1"
"Villani, Filippo, -1405.","{'authorized_name': 'villani, filippo, -1405?', 'author_id': 'A5710'}","1"
"Villani, Filippo, d. 1405?","{'authorized_name': 'villani, filippo, -1405?', 'author_id': 'A5710'}","2"
"Viperano, Giovanni Antonio","{'authorized_name': 'viperano, giovanni antonio, 1535-1610', 'author_id': 'A3790'}","4"
"Viperano, Giovanni Antonio, 1535-1610.","{'authorized_name': 'viperano, giovanni antonio, 1535-1610', 'author_id': 'A3790'}","1"
"Viperano, Giovanni Antonio.","{'authorized_name': 'viperano, giovanni antonio, 1535-1610', 'author_id': 'A3790'}","1"
"Virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","151"
"Virgil,","{'authorized_name': 'virgil', 'author_id': 'A4830'}","2"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","316"
"Virgile (0070-0019 av. J.-C.).","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","27"
"Virgilio, Polydoro, 1470?-1555","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","1"
"Virgilio, Polydoro, 1470?-1555.","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","3"
"Virgilius Maro, Grammaticus, active 7th century.","{'authorized_name': 'virgilius maro, grammaticus, active 7th century', 'author_id': 'A4850'}","1"
"Vitoria, Francisco de, 1483-1546.","{'authorized_name': 'vitoria, francisco de, 1486?-1546', 'author_id': 'A3694'}","1"
"Vitruvius Pollio","{'authorized_name': 'vitruvius pollio', 'author_id': 'A4853'}","3"
"Vitruvius Pollio, Marcus.","{'authorized_name': 'vitruvius pollio', 'author_id': 'A4853'}","1"
"Vitruvius Pollio.","{'authorized_name': 'vitruvius pollio', 'author_id': 'A4853'}","25"
"Vives, Juan Luis, 1492-1540","{'authorized_name': 'vives, juan luis, 1492-1540', 'author_id': 'A4307'}","5"
"Vives, Juan Luis, 1492-1540.","{'authorized_name': 'vives, juan luis, 1492-1540', 'author_id': 'A4307'}","43"
"Vliet, Joannes van der.","{'authorized_name': 'vliet, joannes van der, 1847-1902', 'author_id': 'A6128'}","1"
"Volpi, Gio. Antonio, 1686-1766","{'authorized_name': 'volpi, gio. antonio, 1686-1766', 'author_id': 'A6050'}","1"
"Vossius, Gerard Joannes, 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","2"
"Vossius, Gerardus Joannes, 1577-1649","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","1"
"Vossius, Gerardus Joannes, 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","17"
"Vossius, Gerardus Johannes 1577-1649","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","5"
"Vossius, Gerardus Johannes 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","3"
"Vossius, Gerardus Johannes, 1577-1649","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","2"
"Vossius, Gerardus Johannes, 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","4"
"Vossius, Gerhard Johann, 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","1"
"Vossius, Isaac, 1618-1689.","{'authorized_name': 'vossius, isaac, 1618-1689', 'author_id': 'A6027'}","4"
"Walahfrid Strabo, 807?-849","{'authorized_name': 'walahfrid strabo, 807?-849', 'author_id': 'A4855'}","1"
"Walahfrid Strabo, 807?-849.","{'authorized_name': 'walahfrid strabo, 807?-849', 'author_id': 'A4855'}","1"
"Walram, Bishop of Naumberg, d. 1111.","{'authorized_name': 'walram, bishop of naumburg', 'author_id': 'A5538'}","1"
"Walram, Bishop of Naumburg, -1111.","{'authorized_name': 'walram, bishop of naumburg', 'author_id': 'A5538'}","3"
"Walter, of Aquitaine.","{'authorized_name': 'walter, of aquitaine', 'author_id': 'A4846'}","1"
"Weichert, Jonathan August, 1788-1844.","{'authorized_name': 'weichert, august, 1788-1844', 'author_id': 'A6089'}","1"
"Widukind von Korvei, fl. 970.","{'authorized_name': 'widukind, of corvey, approximately 925-approximately 973', 'author_id': 'A4475'}","1"
"Widukind, of Corvey, approximately 925-approximately 973","{'authorized_name': 'widukind, of corvey, approximately 925-approximately 973', 'author_id': 'A4475'}","1"
"Widukind, of Corvey, approximately 925-approximately 973.","{'authorized_name': 'widukind, of corvey, approximately 925-approximately 973', 'author_id': 'A4475'}","4"
"William, of Malmesbury, approximately 1090-1143.","{'authorized_name': 'william, of malmesbury', 'author_id': 'A4816'}","5"
"Wölfflin, Eduard von, 1831-1908.","{'authorized_name': 'wölfflin, eduard von, 1831-1908', 'author_id': 'A3471'}","1"
"Wycliffe, John, -1384.","{'authorized_name': 'wycliffe, john, -1384', 'author_id': 'A4338'}","16"
"Wycliffe, John, d. 1384.","{'authorized_name': 'wycliffe, john, -1384', 'author_id': 'A4338'}","5"
"Wyttenbach, Daniel Albert, 1746-1820","{'authorized_name': 'wyttenbach, daniel albert, 1746-1820', 'author_id': 'A3223'}","3"
"Wyttenbach, Daniel Albert, 1746-1820.","{'authorized_name': 'wyttenbach, daniel albert, 1746-1820', 'author_id': 'A3223'}","6"
"Wyttenbach, Daniel, 1746-1820.","{'authorized_name': 'wyttenbach, daniel albert, 1746-1820', 'author_id': 'A3223'}","2"
"Zanchi, Basilio, 1501-1558","{'authorized_name': 'zanchi, basilio, 1501-approximately 1558', 'author_id': 'A3740'}","3"
"Zwingli, Ulrich 1484-1531.","{'authorized_name': 'zwingli, ulrich, 1484-1531', 'author_id': 'A5582'}","2"
"Zwingli, Ulrich, 1484-1531.","{'authorized_name': 'zwingli, ulrich, 1484-1531', 'author_id': 'A5582'}","11"
