"stripped_author","distil_author_only","partial_token_set","token_set","token_sort","std","std_range"
"fulvio andrea active 15101543","fulgentius fabius planciades","33.333333333333336","28.070175438596493","28.07017543859649","3.038685627313821","3"
"weyer johann 15151588","weyman carl","50.0","31.25","31.25","10.825317547305483",""
"moneta of cremona d ca 1260","monet pascal","57.14285714285714","30.769230769230774","30.76923076923077","15.226820286319796",""
"walram bishop of naumburg 1111","walram bishop of naumburg","100.0","100.0","90.9090909090909","5.248638810814781","5"
"corippus flavius cresconius","corippus flavius cresconius","100.0","100.0","100.0","0.0","0"
"llull ramon 12321316","llull ramon 12321316","100.0","100.0","100.0","0.0","0"
"rau johann eberhard 16951770","rabe hugo 18671932","40.0","39.130434782608695","39.13043478260869","0.5020437123388073","0"
"vossius isaac 16181689","vossius isaac 16181689","100.0","100.0","100.0","0.0","0"
"scaliger joseph juste 15401609","scaliger joseph juste","100.0","100.0","82.35294117647058","10.188534162169871",""
"scardeone bernardino 14781574","bernardino da siena saint 13801444","100.0","63.492063492063494","63.49206349206349","21.07786697041491",""
"maignan emmanuel 16011676","maizieres gilles de 15071519","46.808510638297875","41.509433962264154","41.509433962264154","3.059423345364536","3"
"hamconius martinus approximately 15501620","hamaker h a hendrik arent 17891835","37.5","34.66666666666667","34.66666666666667","1.6358257627039368","1"
"andreantonelli sebastiano","giovanni dandrea approximately 12701348","50.0","37.5","37.5","7.216878364870322",""
"marracci ippolito 16041675","marullo tarcaniota michele","41.02564102564102","30.769230769230774","30.76923076923077","5.921541222457697","5"
"burman pieter 16681741","burman pieter 16681741","100.0","100.0","100.0","0.0","0"
"ferrari ottavio 16071682","ferrari giovanni battista 15841655","100.0","58.62068965517241","51.72413793103448","26.109923428966777",""
"molanus johannes 15331585","molza francesco maria 14891544","47.82608695652174","47.27272727272727","47.27272727272728","0.31948236239742056","0"
"orszagos szechenyi konyvtar","orsisius saint","42.85714285714286","34.14634146341463","34.14634146341463","5.029183529526362","5"
"baudouin benoit 1632","baudouin francois 15201573","100.0","65.21739130434783","65.21739130434783","20.081748493552197",""
"agricola georg 14941555","agricola georg 14941555","100.0","100.0","100.0","0.0","0"
"borromini francesco 15991667","borino giovanni battista","40.90909090909091","34.61538461538461","34.61538461538461","3.63367302287177","3"
"gambara lorenzo approximately 14951585","gambara lorenzo approximately 14951585","100.0","100.0","100.0","0.0","0"
"popma titus d 1620","popma titus von 1621","100.0","84.21052631578948","78.94736842105263","10.956136839295434",""
"thomasius christian 16551728","thomasius christian 16551728","100.0","100.0","100.0","0.0","0"
"frischlin jakob 15571621","frischlin nicodemus 15471590","100.0","61.53846153846154","61.53846153846154","22.205779584216373",""
"cyprianus gallus active 5th century","cyprianus gallus","100.0","100.0","62.745098039215684","21.509127675691943",""
"lanfranc archbishop of canterbury 10051089","lanfranc archbishop of canterbury","100.0","100.0","88.0","6.928203230275509",""
"kipping heinrich 16231678","kirchhoff alfred 18381907","47.61904761904761","40.0","40.0","4.398859193825716","4"
"flodoard of reims 894966","flodoard of reims","100.0","100.0","82.92682926829268","9.857199717871662",""
"barclay william 1546 or 15471608","barclay john 15821621","100.0","52.83018867924528","52.83018867924528","27.233503263661593",""
"laurentius josephus 17th cent","laurent mh mariehyacinthe 19061968","40.0","34.920634920634924","34.92063492063492","2.932572795883813","2"
"sagittarius kaspar 16431694","sapidus johannes 14901561","48.88888888888889","50.0","50.0","0.641500299099582","0"
"blarru pierre de 14371510","blarru pierre de 14371510","100.0","100.0","100.0","0.0","0"
"loccenius johan 15981677","loeus joannes","64.0","54.054054054054056","54.054054054054056","5.742294569237358","5"
"ridolfi pietro bp of senigallia d 1601","ruusbroec jan van 12931381","30.76923076923077","28.125","28.125","1.5266473464148762","1"
"bacon francis 15611626","bacon francis","100.0","100.0","74.28571428571429","14.846149779161802",""
"langford mr 17111774","langton john active 13891392","42.85714285714286","33.33333333333333","33.333333333333336","5.498573992282153","5"
"sidonius apollinaris saint 431 or 432approximately 487","sidonius apollinaris saint 431 or 432approximately 487","100.0","100.0","100.0","0.0","0"
"bissel johann 16011682","bissel johann 16011682","100.0","100.0","100.0","0.0","0"
"panciroli guido 15231599","pandone porcelio approximately 1405approximately 1485","39.02439024390244","33.76623376623377","33.76623376623377","3.0357980578231816","3"
"stucki johann wilhelm d 1607","nauck c w carl wilhelm 1813","100.0","58.18181818181818","58.18181818181818","24.143738529747985",""
"palazzi giovanni 16461703","palingenio stellato marcello approximately 1500approximately 1543","36.0","28.888888888888886","28.888888888888886","4.105601914237341","4"
"estienne charles 1504approximately 1564","estienne robert 15031559","100.0","53.96825396825397","44.44444444444444","29.709830987018957",""
"reusner nikolaus 15451602","reusner nikolaus 15451602","100.0","100.0","100.0","0.0","0"
"rasponi cesare 16151675","rasario giovanni battista 15171578","46.51162790697675","45.6140350877193","45.614035087719294","0.5182254558209644","0"
"andrea johann valentin 15861654","valentinus","88.88888888888889","39.02439024390244","39.02439024390244","28.789281715688652",""
"bordini giovanni francesco ca 15361609","bordini giovanni francesco approximately 15361609","100.0","95.89041095890411","80.45977011494253","10.30221645167456",""
"munster sebastian 14891552","brant sebastian 14581521","100.0","76.0","76.0","13.856406460551018",""
"manuzio paolo 15121574","manuzio paolo 15121574","100.0","100.0","100.0","0.0","0"
"gathendjian yovsep vardaplt","stephanus de varda","57.14285714285714","44.44444444444444","44.44444444444444","7.331431989709532",""
"isidore of seville saint d 636","isidore of seville saint","100.0","100.0","88.88888888888889","6.415002990995844",""
"vattasso marco 18691925","vattasso marco 18691925","100.0","100.0","100.0","0.0","0"
"servius active 4th century","servius active 4th century","100.0","100.0","100.0","0.0","0"
"john of salisbury bishop of chartres 1180","john of salisbury bishop of chartres","100.0","100.0","93.5064935064935","3.7490277220105614","3"
"peter of blois approximately 1135approximately 1212","peter of blois approximately 1135approximately 1212","100.0","100.0","100.0","0.0","0"
"albertus magnus saint 11931280","albertus magnus saint 11931280","100.0","100.0","100.0","0.0","0"
"petronius arbiter","petronius arbiter","100.0","100.0","100.0","0.0","0"
"boniface saint archbishop of mainz approximately 675754","boniface saint archbishop of mainz","100.0","100.0","76.40449438202246","13.622871520204658",""
"ovid 43 bc17 or 18 ad","ovid 43 bc17 ad or 18 ad","100.0","100.0","93.33333333333333","3.8490017945975077","3"
"sunesen anders abp of lund approximately 11671228","sunesen anders 1228","100.0","84.84848484848484","55.88235294117647","22.41640764806403",""
"gilles de corbeil active 1200","gilles de corbeil active 1200","100.0","100.0","100.0","0.0","0"
"glaber rodulfus approximately 985approximately 1046","glaber rodulfus","100.0","100.0","45.45454545454546","31.491832864888675",""
"reimmann jacob friedrich 16681743","reifferscheid august 18351887","46.808510638297875","41.935483870967744","41.93548387096774","2.813443315886305","2"
"suetonius ca 69ca 122","suetonius approximately 69approximately 122","100.0","76.47058823529412","59.375","20.3972342083586",""
"hobbes thomas 15881679","hobbes thomas 15881679","100.0","100.0","100.0","0.0","0"
"ibn durayd muhammad ibn alhasan 837 or 838933","duronius m active 97 bc","39.13043478260869","31.25","32.35294117647059","4.267164382095484","4"
"villani filippo 1405","villani filippo 1405","100.0","100.0","100.0","0.0","0"
"aldhelm saint 640709","aldhelm saint","100.0","100.0","78.78787878787878","12.246823891901155",""
"avienus rufius festus","avienus rufius festus","100.0","100.0","100.0","0.0","0"
"burlaeus gualterus 12751345","burley adam","54.54545454545454","31.578947368421055","31.57894736842105","13.259719101005755",""
"catholic church pope 590604 gregory i","gregory i pope","100.0","100.0","54.90196078431373","26.037365081100766",""
"dati leonardo 1425","dati leonardo 14081472","100.0","85.0","85.0","8.660254037844387",""
"erigena johannes scotus approximately 810approximately 877","erigena johannes scotus","100.0","100.0","56.790123456790134","24.94723385387271",""
"hussowski mikoaj approximately 14751522","hussowski mikoaj approximately 14751522","100.0","100.0","100.0","0.0","0"
"melanchthon philipp 14971560","melancthon philipp","100.0","78.26086956521739","78.26086956521739","12.551092808470125",""
"vossius gerardus joannes 15771649","vossius gerardus joannes 15771649","100.0","100.0","100.0","0.0","0"
"hoffmann andreas gottlieb 17961864","hoffmann christian gottfried 16921735","100.0","61.971830985915496","61.9718309859155","21.95557361707027",""
"hutten ulrich von 14881523","hutten ulrich von 14881523","100.0","100.0","100.0","0.0","0"
"priscian active approximately 500530","priscian active approximately 500530","100.0","100.0","100.0","0.0","0"
"benseler gustav eduard 18061868","benseler gustav eduard 18061868","100.0","100.0","100.0","0.0","0"
"palingenio stellato marcello approximately 1500approximately 1543","palingenio stellato marcello approximately 1500approximately 1543","100.0","100.0","100.0","0.0","0"
"fortunatus venantius honorius clementianus approximately 540approximately 600","fortunatus venantius honorius clementianus","100.0","100.0","70.58823529411764","16.980890270283115",""
"sylvester ii pope approximately 9451003","sylvester ii pope","100.0","100.0","60.71428571428572","22.681617718163864",""
"rutilius lupus publius","rutilius lupus publius","100.0","100.0","100.0","0.0","0"
"krahner leopold heinrich 18101884","krahner leopold 18101884","100.0","100.0","84.21052631578947","9.116056881941464",""
"cato valerius","cato marcus porcius","100.0","62.5","62.5","21.650635094610966",""
"bottiger karl august 17601835","bahr johann christian felix 17981872","39.28571428571429","36.92307692307692","36.92307692307693","1.364069317316152","1"
"vast henri 18471921","vast henri 18471921","100.0","100.0","100.0","0.0","0"
"ephraem syrus saint 303373","ephraem syrus saint","100.0","100.0","84.44444444444444","8.98100418739418",""
"kromer marcin 15121589","kruse fr friedrich 17901866","43.24324324324324","36.734693877551024","36.73469387755102","3.7577127283163723","3"
"nennius active 796","nennius active 796","100.0","100.0","100.0","0.0","0"
"brink barend ten 18031875","brinkmann august 18631923","53.06122448979591","52.0","52.0","0.6126982448542928","0"
"bergk theodor 18121881","bergk theodor 18121881","100.0","100.0","100.0","0.0","0"
"leo the deacon approximately 950","leo the deacon","100.0","100.0","60.86956521739131","22.591967055246222",""
"chalkokondyles laonikos ca 1430ca 1490","calcidius","37.5","25.531914893617028","25.531914893617024","6.909777157854561",""
"wilson h a 18541927","wilson thomas 15251581","100.0","58.53658536585366","58.53658536585367","23.938913600545455",""
"wyttenbach daniel albert 17461820","wyttenbach daniel albert 17461820","100.0","100.0","100.0","0.0","0"
"arnobius of sicca","arnobius of sicca","100.0","100.0","100.0","0.0","0"
"claudianus mamertus approximately 474","claudianus mamertus","100.0","100.0","67.85714285714286","18.557687223952254",""
"sedulius active 5th century","sedulius active 5th century","100.0","100.0","100.0","0.0","0"
"faustus of riez active 5th century","faustus of riez","100.0","100.0","61.224489795918366","22.387051254291613",""
"gentili alberico 15521608","gentili scipione 15631616","100.0","60.0","48.0","27.227437142216182",""
"perrone giovanni 17941876","guilelmus peraldus approximately 11901271","46.15384615384615","36.36363636363637","36.36363636363637","5.652380257800529","5"
"pius ii pope 14051464","pius ii pope","100.0","100.0","72.72727272727273","15.745916432444336",""
"parker robert 15641614","parker henry after 1504","100.0","62.22222222222222","53.333333333333336","24.778857309152194",""
"ravideva","benintendus de ravagnanis 13171365","50.0","23.80952380952381","23.809523809523814","15.12107847877591",""
"appendini francesco maria","palingenio stellato marcello approximately 1500approximately 1543","43.99999999999999","31.111111111111114","31.11111111111111","7.441403469555171",""
"buecheler franz 18371908","buecheler franz 18371908","100.0","100.0","100.0","0.0","0"
"horatius romanus active 1450","horatius romanus","100.0","100.0","72.72727272727273","15.745916432444336",""
"liber crucis","liberius pope","58.82352941176471","40.0","40.0","10.867769772981193",""
"luiscius arnoldus martinus van stipriaan","luisini francesco 15231568","43.90243902439024","33.33333333333333","33.333333333333336","6.102076015825311",""
"cenci luigi 1637","cereta laura 14691499","43.75","43.24324324324324","43.24324324324324","0.2925761499271759","0"
"gerhard johann 15821637","gerhard von augsburg","100.0","51.851851851851855","51.162790697674424","27.999380909255162",""
"weyers heinrich engelin","weyman carl","50.0","29.411764705882348","29.411764705882348","11.88662318919818",""
"gerhoh of reichersberg provost of reichersberg approximately 10931169","gerhoh of reichersberg provost of reichersberg","100.0","100.0","80.0","11.547005383792516",""
"herbert of bosham active 12th century","herbert of bosham active 12th century","100.0","100.0","100.0","0.0","0"
"mueller maximilian 1875","mueller otto 1833","100.0","58.333333333333336","50.0","26.787918780535986",""
