author,dll_author_id
"Heidenhain, Friedrich Jakob, 1845-1912",A3484
Plinius Valerianus ca. 6./7. Jh,A3491
Scriptores historiae Augustae,A3481
"Lommatzsch, Ernst, 1871-1949",A3476
"Miodoński, Adam Stefan, 1861-1913",A3469
"Müller, Lucian, 1836-1898",A3448
"Reifferscheid, August, 1835-1887",A3485
"Friedersdorff, F. (Franz), 1846-1911?",A3520
Hippocrates Latinus,A3489
"Romanus, C. Julius",A3498
"Mamertinus Claudius, active 4th century",A3505
Vindicianus,A3477
Oribasius,A3502
Pelagonius,A3511
"Friedlein, Gottfried, 1828-1875",A3500
"Goetz, Georg, 1849-1932",A3490
"Hense, Otto, 1845-1931",A3506
"Hosius, Carl, 1866-1937",A3503
"Hug, Arnold, 1832-1895",A3512
"Kempf, Carolus, 1819-1894",A3504
"Kiessling, Adolf, 1837-1892",A3513
"Kukula, R. C. (Richard Cornelius), 1862-1919",A3495
Pseudo-Boethius,A3515
Julius Severus,A3507
"Langkavel, Bernhard August, 1825-1902",A3514
"Mantino, Jacob, -1549?",A3501
"Marold, Karl",A3510
"Gracchanus, M. Junius Congus (Marcus Junius Congus), active 2nd century B.C.-1st century B.C.",A3533
"Cato, Marcus Porcius, 95 B.C.-46 B.C.",A3524
"Domitius Ahenobarbus, Cn., active 104 B.C.-89 B.C.",A3539
Numitorius,A3521
"Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.",A3527
"Scaevola, Quintus Mucius",A3536
"Ennius, Sex.",A3519
Papinius,A3525
"Aeneas, Tacticus, active 4th century B.C.",A3540
"Friedlaender, Ludwig, 1824-1909",A3546
"Labeo, Cornelius",A3535
"Damigeron, active 2nd century B.C.",A3544
Evax,A3532
"Nipsus, Marcus Iunius",A3496
"Priscianus, Theodorus",A3493
"Gardthausen, V. (Victor), 1843-1928",A3508
"Helm, Rudolf Wilhelm Oskar, 1872-1966",A3499
"Hoche, Richard Gottfried, 1834-1906",A3497
"Jacoby, Carolus, 1849-1939",A3494
"Meineke, August, 1790-1870",A3492
"Verginius Rufus, L. (Lucius) 14-97",A3573
"Juventius Laterensis, M., -43 B.C.",A3542
Gracchus,A3529
"Julius Montanus, -27",A3534
"Lentulus, active 1st century B.C.-1st century A.D.",A3543
"Wulfstan, Archbishop of York, -1023",A3530
"Apelt, Otto, 1845-",A3522
"Baehrens, Emil, 1848-1888",A3557
"Baumgarten-Crusius, Detlev Carl Wilhelm, 1786-1845",A3565
"Christ, Wilhelm von, 1831-1906",A3552
"Clark, Charles Upson, 1875-1960",A3561
"Diels, Hermann, 1848-1922",A3531
"Dinter, Bernard",A3523
"Endt, Johannes",A3549
"Eutocius, of Ascalon",A3538
Clodianus Grammaticus,A3526
"Jeep, Justus Wilhelm Linde, 1799-1884",A3518
"Keil, Heinrich, 1822-1894",A3509
"Rufinus, Antiochensis",A3517
"Luterbacher, Franz, 1850-1924",A3516
Fabius Dossennus,A3569
"Capito, C. Ateius, -22",A3568
"Trebatius Testa, C. (Caius), active 1st century B.C.",A3574
"Juventius, active 2nd century B.C.",A3570
"Paullus, Lucius Aemilius, approximately 229 B.C.-160 B.C.",A3576
"Cincius Alimentus, L. (Lucius), active 210 B.C.",A3575
"Antonius, Marcus, 83 B.C.?-30 B.C.",A3571
"Caelius Rufus, Marcus",A3577
"Brutus, Marcus Junius, 85 B.C.?-42 B.C.",A3563
"Verrius Flaccus, Marcus",A3559
"Parthenius, of Constantinople",A3547
"Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.",A3556
"Julius Modestus, active 1st century",A3564
"Carbo, C. Papirius, approximately 164 B.C.-119 B.C.",A3560
Aristotle,A3548
"Bergk, Theodor, 1812-1881",A3537
"Blass, Friedrich, 1843-1907",A3545
"Dietsch, Heinrich Rudolf, 1814-1875",A3541
"Estienne, Robert, 1503?-1559",A3558
"Eussner, Adam, 1844-",A3528
Dorcatius,A3567
"Gallus, C. Asinius (Caius Asinius), 41 B.C.-33 A.D.",A3566
"Laelius, C., Sapiens, approximately 190 B.C.-approximately 128 B.C.",A3589
"Mucianus, C. Licinius, active 52-77",A3596
"Glaucia, C. Servilius, -100 B.C.",A3593
Gavius Bassus,A3590
"Scrofa, Cn. Tremellius, active 1st century B.C.",A3572
"Nero, Emperor of Rome, 37-68",A3587
"Atherianus, Julius",A3594
"Lucilius Iunior, active 4-64",A3592
"Marcius Philippus, L. (Lucius), approximately 136 B.C.-approximately 76 B.C.",A3591
"Manilius, Lucius",A3588
"Labeo, Marcus Antistius, approximately 48 B.C.-approximately 22 A.D.",A3595
"Tiro, M. Tullius (Marcus Tullius), 104 B.C. or 103 B.C.-",A3550
"Valerius, L., active 53 B.C.",A3584
"Metellus, Quintus Caecilius, active 216 B.C.-179 B.C.",A3554
"Torresanus, Andreas, de Asula, 1451-1529",A3551
"Hermeros, Claudius",A3555
Donatianus,A3553
"Epaphroditus, of Chaeronea",A3562
"Turranius Niger, active 1st century B.C.",A3612
"Scaevus Memor, active 1st century",A3617
"Hortensius Hortalus, Q. (Quintus)",A3614
"Scipio Aemilianus, P. Cornelius (Publius Cornelius), Africanus minor, 185 B.C. or 184 B.C.-129 B.C.",A3615
"Silanus, D. Junius, active 146 B.C.",A3605
"Gallus, C. Aelius, active 1st century B.C.?",A3602
"Piso, Gaius Calpurnius, -65",A3601
"Clodius Licinus, C., active 1st century B.C.-1st century A.D.",A3603
"Curio, C. Scribonius, active 121 B.C.",A3578
"Titius, C. (Caius), active 2nd century B.C.",A3600
"Valgius Rufus, C.",A3581
"Marcius, Cn., vates",A3597
"Granius Flaccus, active 1st century B.C.",A3579
"Cassius Longinus, L. (Lucius), active 54 B.C.-41 B.C.",A3599
"Caesar, L. Julius (Lucius Julius), active 90 B.C.-43 B.C.",A3582
"Neratius Priscus, Lucius",A3598
"Lepidus Porcina, M. Aemilius (Marcus Aemilius), active 137 B.C.-125 B.C.",A3580
"Duronius, M., active 97 B.C.",A3586
"Buecheler, Franz, 1837-1908",A3585
Dioscorides Latinus,A3583
"Caesellius Vindex, Lucius, active 2nd century",A3629
"Lentulus Marcellinus, Cn. Cornelius, active 84 B.C.-56 B.C.",A3627
"Severus, Cornelius",A3619
"Annius Luscus, T., active 156 B.C.-133 B.C.",A3630
"Dolabella, Publius Cornelius, approximately 80 B.C.-43 B.C.",A3611
Philumenus,A3618
"Fenestella, active 1st century B.C.-1st century A.D.",A3621
"Aquilius Gallus, C. (Caius), active 1st century B.C.",A3604
"Cotta, C. Aurelius, approximately 124 B.C.-63 B.C.",A3620
"Erucius, C., active 80 B.C.",A3608
"Gracchus, Gaius Sempronius, 154 B.C.-121 B.C.",A3616
"Gallus Antipater, active 268-306",A3609
"Helvius Mancia, active 97 B.C.-87 B.C.",A3606
"Laelius Felix, active 2nd century",A3613
"Crassus, L. Licinius (Lucius Licinius), 140 B.C.-91 B.C.",A3610
"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.",A3607
"Calidius, M. (Marcus), active 64 B.C.-49 B.C.",A3623
"Cremutius Cordus, A. (Aulus), -25",A3632
"Bruttedius Niger, approximately 6 B.C.-31 A.D.",A3641
"Lentulus Gaetulicus, Cn. Cornelius (Cneius Cornelius), -39",A3638
"Vibius Crispus, Q. (Quintus), approximately 12-approximately 93",A3633
Vagellius,A3642
Turnus,A3645
"Paconianus, Sex. (Sextus), -35",A3651
Septimius Serenus,A3636
Sabidius,A3649
"Caepio, Q. Servilius (Quintus Servilius), active 100 B.C.-90 B.C.",A3634
"Palaemon, Q. Rhemnius Fannius (Quintus Rhemnius Fannius)",A3643
"Pupius, active 1st century B.C.",A3646
"Pomponius Secundus, P. (Publius), active 1st century",A3631
"Namusa, P. Aufidius, active 1st century B.C.",A3637
"Paulus, Quaestor",A3650
"Scipio Nasica Serapio, P. Cornelius (Publius Cornelius), -132 B.C.",A3635
"Scipio, Africanus, approximately 236 B.C.-183 B.C.",A3644
"Cincinnatus, Lucius Quinctius, approximately 529 B.C.-approximately 430 B.C.",A3647
"Curio, C. Scribonius, approximately 125 B.C.-53 B.C.",A3624
"Symmachus, L. Aurelius Avianus, -approximately 376",A3622
"Peutinger, Konrad, 1465-1546 or 1547",A3671
"Leland, John, 1506?-1552",A3668
"Paracelsus, 1493-1541",A3665
"Agricola, Georg, 1494-1555",A3675
"Mandeville, John, Sir",A3672
"Gobi, Jean, active 1323-1350",A3669
"John, of Reading, -1346",A3666
"Pascal, Blaise, 1623-1662",A3673
Ephraem Edessensis,A3670
Alfius Avitus,A3667
"Aufustius, active 1st century B.C.",A3674
"Cascellius, A., active 1st century B.C.",A3657
"Clodius Tuscus, active 1st century B.C.-1st century A.D.",A3653
Cornificius Gallus,A3648
"Labienus, -45 B.C.",A3654
Tarquitius Priscus,A3639
"Saturius, P., active 74 B.C.",A3655
"Scaevola, Publius Mucius",A3640
"Clodius, Publius, approximately 93 B.C.-52 B.C.",A3652
"Varius Rufus, Lucius",A3656
"Telesio, Antonio, 1482-1533?",A3685
"Herberstein, Sigmund, Freiherr von, 1486-1566",A3691
"Sturm, Johannes, 1507-1589",A3688
"Malverne, John, -1415?",A3682
"Muris, Johannes de, approximately 1300-approximately 1350",A3681
"John, of Rodington, approximately 1290-1348?",A3676
"Rous, John, 1411?-1491",A3717
"John, de Sautre, active 1285-1316",A3683
Annianus,A3677
"Aufidius Bassus, active 1st century",A3684
"Cloatius Verus, active 1st century B.C.-1st century A.D.",A3680
"Caelius Sabinus, Cn. Arulenus, active 1st century",A3663
"Cornificius Longus, active 44 B.C.",A3658
"Pomponius, Sextus, active 2nd century",A3678
"Sulpicius Rufus, Servius, -43 B.C.",A3661
Rabirius,A3659
"Cominius, P., -45 B.C.",A3679
"Cannutius, P., 106 B.C.-",A3662
"Passienus Crispus, -48",A3660
"Manilius, M'. (Manius), active 2nd century B.C.",A3664
"Irlande, John, active 1455-1490",A3708
"Bovillus, Carolus, 1479-1567",A3712
"Longland, John, 1473-1547",A3709
"Ignatius, of Loyola, Saint, 1491-1556",A3716
"Major, John, 1469-1550",A3697
"Milis, Joannes Nicolaus, active 15th century",A3713
"Mirk, John, active 1403?",A3686
"Morton, John, 1420?-1500",A3695
"Nagonius, Johannes Michael, approximately 1450-approximately 1510",A3710
"Purvey, John, 1353?-1428?",A3692
"Russell, John, -1494",A3689
"Pufendorf, Samuel, Freiherr von, 1632-1694",A3714
"Leibniz, Gottfried Wilhelm, Freiherr von, 1646-1716",A3687
"Thomasius, Christian, 1655-1728",A3696
"Müller, Johann Joachim 1661-1733",A3704
Ablabius,A3711
Aemilius Sura,A3693
Arbonius Silo,A3690
"Caecina, A. (Aulus)",A3715
"Joannes, Glastoniensis",A3730
"Cameron, John, 1579?-1625",A3731
"John, Canonicus, active 14th century",A3706
"Carpenter, John, 1370?-1441?",A3727
"Constable, John, epigrammatist",A3726
"Dunstable, John, approximately 1390-1453",A3732
"Ferrerio, Giovanni, 1502-1579",A3707
"Flete, John, approximately 1398-1466",A3737
"Fordun, John of, -1384?",A3728
"Grandison, John, 1292?-1369",A3705
"John, of Holland",A3751
"Lathbury, John",A3703
"Scaligero, Giulio Cesare",A3719
"Trotzendorf, Valentin, 1490-1556",A3700
"Norton, John, -1521 or 1522",A3720
"Rede, John, -1587",A3701
"Sacro Bosco, Johannes de, active 1230",A3698
"Aemilius Asper, active 2nd century",A3721
Albinovanus Pedo,A3702
"Panurgus, Antonius",A3718
"Labeo, Attius, active 1st century",A3699
"Hothby, John, approximately 1430-1487",A3733
"Venator, Johannes, active 1373-1414",A3725
"Gerson, Jean, 1363-1429",A3738
"Maciej, z Miechowa, 1457?-1523",A3729
"Langton, John, active 1389-1392",A3736
"Tarillon, François, 1666-1735",A3766
"Willes, Richard, active 1558-1573",A3734
"Zanchi, Basilio, 1501-approximately 1558",A3740
"Zovitius, Jakob, 1512-",A3749
"Capgrave, John, 1393-1464",A3745
"Clyn, John, active 1333-1349",A3723
"Sobrinho, João, -1486",A3742
"John, of Cornwall",A3722
"Dedecus, John",A3741
"John, Abbot of Ford",A3746
"Fordham, John, Bishop of Ely, -1435",A3724
"Fortescue, John, Sir, 1394?-1476?",A3743
"Frodobert, of Troyes, Saint",A3735
"John, of Wales, active 13th century",A3739
"John, of Hexham, active 1180",A3744
"Baconthorpe, John, -1346",A3756
"Souciet, E. (Étienne), 1671-1744",A3797
"Bale, John, 1495-1563",A3774
"Sperulo, Francesco, active 15th-16th century",A3754
"Stockwood, John, -1610",A3760
"Strozzi, Tito Vespasiano, 1425?-1505",A3775
"Barton, Johan, active 15th century",A3757
"Teive, Diogo de, 1513 or 1514-approximately 1565",A3772
"Breton, John le, -1275",A3770
"Bromyarde, John de",A3776
"Vaughan, William, 1577-1641",A3755
"Borough, John, -1386",A3764
"Verardi, Carlo, 1440-1500",A3773
"Vergerio, Pietro Paolo, 1370-1444",A3753
"Vossius, Gerardus Joannes, 1577-1649",A3771
"Watson, Thomas, 1557?-1592",A3777
"John, de Seccheville, active 13th century",A3750
"De Foxton, John",A3752
"Gigli, Giovanni, -1498",A3748
"Hus, Jan, 1369?-1415",A3747
"Sigonio, Carlo, 1524?-1584",A3778
"Soter, Johannes, -1543",A3787
"Bado Aureo, Johannes de",A3768
"Speroni, Sperone, 1500-1588",A3784
"Stanyhurst, Richard, 1547-1618",A3763
"Stay, Benedetto, 1714-1801",A3792
"Stella, Giulio Cesare, 1564-approximately 1624",A3779
"Stiblin, Caspar",A3788
"Strada, Famiano, 1572-1649",A3769
"Tasso, Torquato, 1544-1595",A3795
"Traversari, Ambrogio, 1386-1439",A3791
"Tribraco, Gaspare, 1439-approximately 1493",A3761
"Trissino, Giovanni Giorgio, 1478-1550",A3793
"Benet, John (Vicar of Harlington)",A3780
"Bramis, Joannes",A3758
"Venegas, Miguel, 1531-",A3796
"Vergil, Polydore, 1470?-1555",A3762
"Verino, Michele",A3794
"Villerías y Roelas, José Antonio de, 1695-1728",A3781
"Vitalis, Janus, 1490?-1560?",A3759
"Prasch, Johann Ludwig, 1637-1690",A3816
"Quillet, Claude, 1602-1661",A3813
"Reuchlin, Johann, 1455-1522",A3809
"Rococciolo, Francesco, approximately 1470-1528",A3812
"Erythraeus, Janus Nicius, 1577-1647",A3807
"Sabinus, Angelus, active 15th century",A3837
"Jerome, of Moravia, active 1272-1304",A3814
"Marineo, Lucio",A3811
"Arderne, John, active 1307-1370",A3801
"Stefonio, Bernardino, 1560-1620",A3802
"Stradling, John, Sir, 1563-1637",A3798
"Baret, John, -1580?",A3785
"Tesauro, Emanuele, conte, 1592-1675",A3782
"Beleth, Jean, -1182",A3803
"Blund, John, approximately 1185-1248",A3789
"John, of Bridlington, Saint, -1379",A3799
"Valla, Lorenzo, 1407-1457",A3786
"Verardus, Marcellinus",A3783
"Viperano, Giovanni Antonio, 1535-1610",A3790
"Ware, James, Sir, 1594-1666",A3800
"Plante, Franciscus, 1613-1690",A3820
"Platina, 1421-1481",A3806
"Puscolo, Ubertino, 1431-1488",A3805
"Quarles, Francis, 1592-1644",A3841
"Rapin, René, 1621-1687",A3823
"Reusner, Nikolaus, 1545-1602",A3830
"Ronsard, Pierre de, 1524-1585",A3821
"Royen, Adrianus van, 1704-1779",A3836
"Rutgers, Johannes, 1589-1625",A3817
"Salutati, Coluccio, 1331-1406",A3818
"Sarbiewski, Maciej Kazimierz, 1595-1640",A3833
"Jocelin, active 1200",A3824
"Jocelin, de Brakelond, active 1173-1215",A3810
"Paulus, Julius",A3822
"Polycarp, Saint, Bishop of Smyrna",A3808
Pseudo-Acro,A3838
"Scholier, Pieter 1582-1635",A3819
"Sergardi, Lodovico, 1660-1726",A3834
"Seymour, Margaret, Lady",A3815
"Verino, Ugolino, 1438-1516",A3804
"Mambrun, Pierre de, 1601-1661",A3855
"Dositheus, Magister",A3857
"Paul, the Apostle, Saint",A3874
Pseudo-Hegesippus,A3835
"Pontanus, Jacob, 1542-1626",A3844
"Puttenham, George, -1590",A3832
"Rigault, Nicolas, 1577-1654",A3839
"Roulers, Adrien de",A3829
"Ruggle, George, 1575-1622",A3845
"Isaac, of Stella, -1169",A3826
"Jacobus, de Dacia, approximately 1483-1567",A3853
"Sabinus, Georg, 1508-1560",A3846
"Zsámboki, János, 1531-1584",A3827
"Yonge, James",A3842
"Acton, John, -1350",A3831
"Alcock, John, 1430-1500",A3840
"Orsisius, Saint",A3848
"Sautel, Pierre-Juste, 1613-1662",A3847
"Schöpper, Jacob, -1554",A3828
"Siber, Adam, 1515-1583",A3825
"Manetti, Giannozzo, 1396-1459",A3863
"Marrasio, Giovanni, approximately 1404-1452",A3860
"Masen, Jakob, 1606-1681",A3849
"Massimi, Pacifico, approximately 1400-approximately 1500",A3872
"Hugh, Candidus, approximately 1095-approximately 1160",A3866
"Hugh, the Chanter, -1139?",A3895
"Mercier, Nicolas, -1657",A3864
"Morhof, Daniel Georg, 1639-1691",A3861
"Morisot, Claude-Barthélemy, 1592-1661",A3850
"Muret, Marc-Antoine, 1526-1585",A3873
"Hugo, de Lawton, active 14th century",A3858
"Hugh, de Novo Castro, active 1320",A3856
"Nobili, Roberto de' 1577-1656",A3865
"O'Sullivan-Beare, Philip, 1590?-1660?",A3877
"Papeus, Petrus, active 16th century",A3862
"Peiresc, Nicolas Claude Fabri de, 1580-1637",A3851
"Humphrey, Duke of Gloucester, 1391-1447",A3859
"Polignac, Melchior de, 1661-1742?",A3852
"Johannes, de Aquila, -1478",A3854
"Warwick, Anne Dudley, Countess of, 1538-1587",A3843
"Henry VIII, King of England, 1491-1547",A3890
"Bullock, Henry, -1526",A3891
"Lloyd, John, 1557 or 1558-1603",A3889
"Maffei, Giovanni Pietro, 1536?-1603",A3869
"Baptista, Mantuanus, 1448-1516",A3892
"Marcile, Théodore, 1548-1617",A3875
"Marot, Clément, 1496-1544",A3885
"Mencke, Johann Burkhard, 1674-1732",A3888
"Moor, Robert, 1568-1640",A3876
"Morata, Olympia Fulvia, 1526-1555",A3886
"Naldi, Naldo, 1439-approximately 1520",A3867
"Nannius, Petrus, 1500-1557",A3896
"Naogeorg, Thomas, 1511-1563",A3870
"Nifo, Agostino, approximately 1473-1545?",A3881
"Palingenio Stellato, Marcello, approximately 1500-approximately 1543",A3887
"Ignatius, Saint, Bishop of Antioch",A3884
Henricus Francigena,A3868
"Ulpianus, Domitius",A3897
"Ingulf, 1030?-1109",A3871
"Pio, Giovanni Battista, -1540?",A3878
"Herbert, George, 1593-1633",A3905
"Ulfilas, Bishop of the Goths",A3916
"Janicki, Klemens, 1516-1543",A3907
"Bracton, Henry de, -1268",A3912
"Henry, of Lexington, -1258",A3917
"Parker, Henry, -after 1504",A3908
"Sutton, Henry, -approximately 1581",A3914
"Lessing, Gotthold Ephraim, 1729-1781",A3929
"Locher, Jacob, 1471-1528",A3936
"Lynch, John, approximately 1599-approximately 1673",A3906
"Salmon Macrin, Jean, 1490-1557",A3933
"Magliabechi, Antonio, 1633-1714",A3879
"Honorius, Magister, -approximately 1213",A3901
"Massieu, Guillaume, 1665-1722",A3898
"Meder, Johann",A3882
"Ménage, Gilles, 1613-1692",A3880
"Molza, Francesco Maria, 1489-1544",A3893
"Du Moulin, Peter, 1601-1684",A3899
"Latimer, Hugh, 1485?-1555",A3883
"Nomi, Federigo, 1633-1705",A3894
"Hortensius, Lambertus, 1500 or 1501-1574",A3910
"Hugo, Herman, 1588-1629",A3911
"Hussowski, Mikołaj, approximately 1475-1522",A3924
"Henry, of Blois, Bishop of Winchester, approximately 1090-1171",A3913
"Le Febvre, François Antoine, 1670?-1737",A3925
"Henry, of Saltrey, active 1150",A3935
"Lilienthal, Michael, 1686-1750",A3909
"Loschi, Antonio, -1441",A3915
"Melville, Andrew, 1545-1622",A3904
"Montaigne, Michel de, 1533-1592",A3902
"Ocland, Christopher, -1590?",A3903
"Pirckheimer, Willibald, 1470-1530",A3900
"Fraunce, Abraham, active 1587-1633",A3977
"Luís, de Granada, 1504-1588",A3975
"Groot, Willem de 1597-1662",A3972
"L'Hospital, Michel de, 1507-1573",A3940
"Hossche, Sidronius de 1596-1653",A3926
"Haymo, of Faversham, -1244",A3931
"Huet, Pierre-Daniel, 1630-1721",A3941
"Clement I, Pope",A3946
"Johnstoun, Arthur, 1587-1641",A3943
"Macropedius, Georgius, 1487-1558",A3927
"Landino, Cristoforo, 1424-1504",A3932
"Landi, Ortensio, approximately 1512-approximately 1553",A3942
"Henry, of Harclay, approximately 1270-1317",A3938
"Knighton, Henry, active 1363",A3947
"Henricus, de Soliaco, -1195",A3944
"Leo, Bernardino, active 16th century",A3928
"Herman, the Archdeacon, -approximately 1098",A3939
"Lippi, Lorenzo, -1485",A3918
"Zacharie, de Lisieux, père, 1596-1661",A3923
"Lubin, Eilhard, 1565-1621",A3920
"Flaminio, Marco Antonio, 1498-1550",A3968
"Gager, William, active 1580-1619",A3974
"Gilbert of Stanford, active 12th century",A3984
"Garzoni, Giovanni, 1419-1505",A3954
"Giberti, Giovanni Matteo, 1495-1543",A3969
"Giraldi, Lilio Gregorio, 1479-1552",A3950
"Adrian IV, Pope, -1159",A3966
"Gray, Thomas, 1716-1771",A3985
"Gretser, Jakob, 1562-1625",A3957
"Guarino, Veronese, 1374-1460",A3982
"Guyet, François, 1575-1655?",A3955
"Havre, Jean van 1551-1625",A3970
"Heinsius, Daniel, 1580-1655",A3951
"Longolius, Christophorus, 1488-1522",A3945
"Gilbert Crispin, Abbot of Westminster, approximately 1045-approximately 1117",A3961
"Draxe, Thomas, -1618",A3967
"Foliot, Gilbert, -1188",A3958
"Gilbert, of Hoyland",A3956
"Facio, Bartolomeo, -1457",A3971
"Ferrari, Giovanni Battista, 1584-1655",A3953
"Correia, Thome, 1536-1595",A4016
"Decembrio, Angelo, approximately 1415-1462",A4017
"Does, Johan van der 1545-1604",A4014
"Gervase, of Tilbury, approximately 1160-approximately 1211",A3980
"Drummond, William, 1585-1649",A3976
"Dupuy, Pierre, 1582-1651",A3973
"Emili, Paolo, -1529",A3983
"Ertel, Anton Wilhelm",A3965
"Estienne, Henri, 1460?-1520",A3994
"Fisher, Payne, 1616-1693",A3962
"Gilbert, of Limerick, approximately 1070-1145",A3991
"Frischlin, Nicodemus, 1547-1590",A3959
"Foro-Juliensis, Titus Livius de",A3997
"Gast, Johannes, -1552",A3963
"Giannettasio, Niccolò Partenio, 1648-1715",A3992
"Gnaphaeus, Gulielmus, 1493-1568",A3960
"Gott, Samuel, 1613-1671",A3989
"Gronovius, Joannes Fredericus, 1611-1671",A3995
"Hall, Joseph, 1574-1656",A3964
"Harris, Walter, 1686-1761",A3993
"Gilbert, of Sempringham, Saint, 1083?-1189",A3988
"Giòvio, Paolo 1483-1552",A3978
"Grimald, Nicholas, 1519-1562",A3986
"Heerkens, Gerard Nicolaas, 1726-1801",A3979
"Ernulf, Bishop of Rochester, 1040-1124",A4012
"Arnaldus, Abbot of Bonneval",A4021
"Gheyloven, Arnold, -1442",A4002
"Chaloner, Thomas, Sir, 1521-1565",A3999
"Urceo, Antonio, 1446-1500",A4015
"Volusenus, Florentius, 1504?-1546 or 1547",A4010
"Baker, Geoffrey, active 1326-1350",A4019
"Geoffrey, of Burton",A4000
"Crespin, Jean, -1572",A4013
"Dacier, Anne, 1654-1720",A4011
"Dale, Antonius van 1638-1708",A4020
"Denisot, Nicolas, 1515-1559",A3998
"Gilbertus, Anglicus",A3990
"Dugonics, András",A3987
"Dupuy, Jacques, 1591-1656",A3996
"Vittorino, da Feltre, 1378-1446",A3981
"Edguard, David, approximately 1502-approximately 1542",A4048
"Birck, Sixt, 1500-1554",A4075
"Bruno, Giordano, 1548-1600",A4076
"Calepino, Ambrogio, 1435-1511",A4051
"Elias, of Dereham, -1245",A4032
"Arnoldus, of Liège",A4029
"Caussin, Nicolas, 1583-1651",A4009
"Ceva, Tommaso, 1648-1737",A4018
"Cheke, John, Sir, 1514-1557",A4026
"Chytraeus, David, 1531-1600",A4036
"Knapiusz, Grzegorz, 1564-1639",A4006
"Colonna, Francesco, -1527",A4024
"Colucci, Benedetto, -1515",A4005
"Fabricius, Georg, 1516-1571",A4033
"Conti, Antonio, 1677-1749",A4027
"Giovanni, da Ravenna, 1343-1408",A4037
